BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
FJ_XM_contig_15673222.region001	FJ_XM_contig_15673222	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
FJ_XM_contig_16467898.region001	FJ_XM_contig_16467898	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
FJ_XM_contig_16504324.region001	FJ_XM_contig_16504324	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
FJ_XM_contig_17716403.region001	FJ_XM_contig_17716403	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
FJ_XM_contig_17740019.region001	FJ_XM_contig_17740019	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
FJ_XM_contig_17826916.region001	FJ_XM_contig_17826916	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
FJ_XM_contig_18262670.region001	FJ_XM_contig_18262670	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
FJ_XM_contig_19139433.region001	FJ_XM_contig_19139433	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
FJ_XM_contig_19223643.region001	FJ_XM_contig_19223643	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
FJ_XM_contig_19990879.region001	FJ_XM_contig_19990879	Genus species strain strain	ranthipeptide	RiPPs	Genus species Unclassified.	
FJ_XM_contig_20019707.region001	FJ_XM_contig_20019707	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
FJ_XM_contig_20067532.region001	FJ_XM_contig_20067532	Genus species strain strain	lassopeptide	RiPPs	Genus species Unclassified.	
FJ_XM_contig_20498204.region001	FJ_XM_contig_20498204	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
FJ_XM_contig_20643007.region001	FJ_XM_contig_20643007	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
FJ_XM_contig_21334884.region001	FJ_XM_contig_21334884	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
FJ_XM_contig_21338594.region001	FJ_XM_contig_21338594	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
FJ_XM_contig_21774209.region001	FJ_XM_contig_21774209	Genus species strain strain	ranthipeptide	RiPPs	Genus species Unclassified.	
FJ_XM_contig_22307446.region001	FJ_XM_contig_22307446	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
FJ_XM_contig_22390652.region001	FJ_XM_contig_22390652	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
FJ_XM_contig_22844587.region001	FJ_XM_contig_22844587	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
FJ_XM_contig_23143370.region001	FJ_XM_contig_23143370	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
FJ_XM_contig_23629094.region001	FJ_XM_contig_23629094	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
FJ_XM_contig_24052724.region001	FJ_XM_contig_24052724	Genus species strain strain	thioamitides	RiPPs	Genus species Unclassified.	
FJ_XM_contig_24106908.region001	FJ_XM_contig_24106908	Genus species strain strain	lanthipeptide-class-ii	RiPPs	Genus species Unclassified.	
FJ_XM_contig_24298658.region001	FJ_XM_contig_24298658	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
FJ_XM_contig_24558405.region001	FJ_XM_contig_24558405	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
FJ_XM_contig_2490132.region001	FJ_XM_contig_2490132	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
FJ_XM_contig_24932104.region001	FJ_XM_contig_24932104	Genus species strain strain	ranthipeptide	RiPPs	Genus species Unclassified.	
FJ_XM_contig_25065890.region001	FJ_XM_contig_25065890	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
FJ_XM_contig_25208659.region001	FJ_XM_contig_25208659	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
FJ_XM_contig_25903625.region001	FJ_XM_contig_25903625	Genus species strain strain	lassopeptide.RRE-containing	RiPPs	Genus species Unclassified.	
FJ_XM_contig_26505623.region001	FJ_XM_contig_26505623	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
FJ_XM_contig_26954048.region001	FJ_XM_contig_26954048	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
FJ_XM_contig_27987473.region001	FJ_XM_contig_27987473	Genus species strain strain	thioamitides	RiPPs	Genus species Unclassified.	
FJ_XM_contig_28206625.region001	FJ_XM_contig_28206625	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
FJ_XM_contig_28702822.region001	FJ_XM_contig_28702822	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
FJ_XM_contig_29853511.region001	FJ_XM_contig_29853511	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
FJ_XM_contig_30525382.region001	FJ_XM_contig_30525382	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
FJ_XM_contig_31597628.region001	FJ_XM_contig_31597628	Genus species strain strain	ranthipeptide	RiPPs	Genus species Unclassified.	
FJ_XM_contig_3182178.region001	FJ_XM_contig_3182178	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
FJ_XM_contig_32030627.region001	FJ_XM_contig_32030627	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
FJ_XM_contig_32091600.region001	FJ_XM_contig_32091600	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
FJ_XM_contig_32306081.region001	FJ_XM_contig_32306081	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
FJ_XM_contig_32429716.region001	FJ_XM_contig_32429716	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
FJ_XM_contig_32672220.region001	FJ_XM_contig_32672220	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
FJ_XM_contig_34845728.region001	FJ_XM_contig_34845728	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
FJ_XM_contig_35444378.region001	FJ_XM_contig_35444378	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
FJ_XM_contig_35500370.region001	FJ_XM_contig_35500370	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
FJ_XM_contig_35543859.region001	FJ_XM_contig_35543859	Genus species strain strain	thioamitides	RiPPs	Genus species Unclassified.	
FJ_XM_contig_36187405.region001	FJ_XM_contig_36187405	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
FJ_XM_contig_3673165.region001	FJ_XM_contig_3673165	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
FJ_XM_contig_3842960.region001	FJ_XM_contig_3842960	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
FJ_XM_contig_4135743.region001	FJ_XM_contig_4135743	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
FJ_XM_contig_5119646.region001	FJ_XM_contig_5119646	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
FJ_XM_contig_5957090.region001	FJ_XM_contig_5957090	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
FJ_XM_contig_6024946.region001	FJ_XM_contig_6024946	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
FJ_XM_contig_6093695.region001	FJ_XM_contig_6093695	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
FJ_XM_contig_6144647.region001	FJ_XM_contig_6144647	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
FJ_XM_contig_6476499.region001	FJ_XM_contig_6476499	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
FJ_XM_contig_6477439.region001	FJ_XM_contig_6477439	Genus species strain strain	lassopeptide.RRE-containing	RiPPs	Genus species Unclassified.	
FJ_XM_contig_6733568.region001	FJ_XM_contig_6733568	Genus species strain strain	ranthipeptide	RiPPs	Genus species Unclassified.	
FJ_XM_contig_7002625.region001	FJ_XM_contig_7002625	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
FJ_XM_contig_7216846.region001	FJ_XM_contig_7216846	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
FJ_XM_contig_7439548.region001	FJ_XM_contig_7439548	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
FJ_XM_contig_7731299.region001	FJ_XM_contig_7731299	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
FJ_XM_contig_7781903.region001	FJ_XM_contig_7781903	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
FJ_XM_contig_7958171.region001	FJ_XM_contig_7958171	Genus species strain strain	ranthipeptide	RiPPs	Genus species Unclassified.	
FJ_XM_contig_8612371.region001	FJ_XM_contig_8612371	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
FJ_XM_contig_8618480.region001	FJ_XM_contig_8618480	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
FJ_XM_contig_8848932.region001	FJ_XM_contig_8848932	Genus species strain strain	lassopeptide.RRE-containing	RiPPs	Genus species Unclassified.	
FJ_XM_contig_8942529.region001	FJ_XM_contig_8942529	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
GD_ST_contig_10015698.region001	GD_ST_contig_10015698	Genus species strain strain	lanthipeptide-class-ii	RiPPs	Genus species Unclassified.	
GD_ST_contig_10025175.region001	GD_ST_contig_10025175	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
GD_ST_contig_10174197.region001	GD_ST_contig_10174197	Genus species strain strain	LAP	RiPPs	Genus species Unclassified.	
GD_ST_contig_10493151.region001	GD_ST_contig_10493151	Genus species strain strain	ranthipeptide	RiPPs	Genus species Unclassified.	
GD_ST_contig_10589680.region001	GD_ST_contig_10589680	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
GD_ST_contig_10718290.region001	GD_ST_contig_10718290	Genus species strain strain	lanthipeptide-class-v	RiPPs	Genus species Unclassified.	
GD_ST_contig_11229960.region001	GD_ST_contig_11229960	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
GD_ST_contig_11382698.region001	GD_ST_contig_11382698	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
GD_ST_contig_11447962.region001	GD_ST_contig_11447962	Genus species strain strain	redox-cofactor	RiPPs	Genus species Unclassified.	
GD_ST_contig_11661436.region001	GD_ST_contig_11661436	Genus species strain strain	cyanobactin	RiPPs	Genus species Unclassified.	
GD_ST_contig_11720291.region001	GD_ST_contig_11720291	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
GD_ST_contig_12733889.region001	GD_ST_contig_12733889	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
GD_ST_contig_12912168.region001	GD_ST_contig_12912168	Genus species strain strain	redox-cofactor	RiPPs	Genus species Unclassified.	
GD_ST_contig_13167940.region001	GD_ST_contig_13167940	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
GD_ST_contig_13841919.region001	GD_ST_contig_13841919	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
GD_ST_contig_13853058.region001	GD_ST_contig_13853058	Genus species strain strain	ranthipeptide	RiPPs	Genus species Unclassified.	
GD_ST_contig_14026146.region001	GD_ST_contig_14026146	Genus species strain strain	redox-cofactor	RiPPs	Genus species Unclassified.	
GD_ST_contig_14122494.region001	GD_ST_contig_14122494	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
GD_ST_contig_14275961.region001	GD_ST_contig_14275961	Genus species strain strain	ranthipeptide	RiPPs	Genus species Unclassified.	
GD_ST_contig_14512008.region001	GD_ST_contig_14512008	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
GD_ST_contig_14565961.region001	GD_ST_contig_14565961	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
GD_ST_contig_14687756.region001	GD_ST_contig_14687756	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
GD_ST_contig_14793687.region001	GD_ST_contig_14793687	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
GD_ST_contig_14919389.region001	GD_ST_contig_14919389	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
GD_ST_contig_15044109.region001	GD_ST_contig_15044109	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
GD_ST_contig_15235344.region001	GD_ST_contig_15235344	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
GD_ST_contig_16019196.region001	GD_ST_contig_16019196	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
GD_ST_contig_16219320.region001	GD_ST_contig_16219320	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
GD_ST_contig_1674616.region001	GD_ST_contig_1674616	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
GD_ST_contig_16796845.region001	GD_ST_contig_16796845	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
GD_ST_contig_16912096.region001	GD_ST_contig_16912096	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
GD_ST_contig_1692096.region001	GD_ST_contig_1692096	Genus species strain strain	lanthipeptide-class-ii	RiPPs	Genus species Unclassified.	
GD_ST_contig_17011645.region001	GD_ST_contig_17011645	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
GD_ST_contig_1713396.region001	GD_ST_contig_1713396	Genus species strain strain	crocagin	RiPPs	Genus species Unclassified.	
GD_ST_contig_17231083.region001	GD_ST_contig_17231083	Genus species strain strain	lanthipeptide-class-ii	RiPPs	Genus species Unclassified.	
GD_ST_contig_17505172.region001	GD_ST_contig_17505172	Genus species strain strain	ranthipeptide	RiPPs	Genus species Unclassified.	
GD_ST_contig_1771940.region001	GD_ST_contig_1771940	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
GD_ST_contig_18263816.region001	GD_ST_contig_18263816	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
GD_ST_contig_18266361.region001	GD_ST_contig_18266361	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
GD_ST_contig_18316216.region001	GD_ST_contig_18316216	Genus species strain strain	redox-cofactor	RiPPs	Genus species Unclassified.	
GD_ST_contig_18661744.region001	GD_ST_contig_18661744	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
GD_ST_contig_18775541.region001	GD_ST_contig_18775541	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
GD_ST_contig_19051624.region001	GD_ST_contig_19051624	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
GD_ST_contig_19256071.region001	GD_ST_contig_19256071	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
GD_ST_contig_19319984.region001	GD_ST_contig_19319984	Genus species strain strain	lassopeptide	RiPPs	Genus species Unclassified.	
GD_ST_contig_193495.region001	GD_ST_contig_193495	Genus species strain strain	redox-cofactor	RiPPs	Genus species Unclassified.	
GD_ST_contig_19394899.region001	GD_ST_contig_19394899	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
GD_ST_contig_19794404.region001	GD_ST_contig_19794404	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
GD_ST_contig_1991660.region001	GD_ST_contig_1991660	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
GD_ST_contig_19963258.region001	GD_ST_contig_19963258	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
GD_ST_contig_20014836.region001	GD_ST_contig_20014836	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
GD_ST_contig_20135236.region001	GD_ST_contig_20135236	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
GD_ST_contig_20315220.region001	GD_ST_contig_20315220	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
GD_ST_contig_20854125.region001	GD_ST_contig_20854125	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
GD_ST_contig_20937887.region001	GD_ST_contig_20937887	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
GD_ST_contig_21185174.region001	GD_ST_contig_21185174	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
GD_ST_contig_2142516.region001	GD_ST_contig_2142516	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
GD_ST_contig_21715399.region001	GD_ST_contig_21715399	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
GD_ST_contig_21863811.region001	GD_ST_contig_21863811	Genus species strain strain	LAP	RiPPs	Genus species Unclassified.	
GD_ST_contig_22966730.region001	GD_ST_contig_22966730	Genus species strain strain	lassopeptide.RRE-containing	RiPPs	Genus species Unclassified.	
GD_ST_contig_2368456.region001	GD_ST_contig_2368456	Genus species strain strain	LAP	RiPPs	Genus species Unclassified.	
GD_ST_contig_23845253.region001	GD_ST_contig_23845253	Genus species strain strain	proteusin.RiPP-like	RiPPs	Genus species Unclassified.	
GD_ST_contig_23960823.region001	GD_ST_contig_23960823	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
GD_ST_contig_23971624.region001	GD_ST_contig_23971624	Genus species strain strain	ranthipeptide	RiPPs	Genus species Unclassified.	
GD_ST_contig_24029008.region001	GD_ST_contig_24029008	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
GD_ST_contig_24320806.region001	GD_ST_contig_24320806	Genus species strain strain	lassopeptide	RiPPs	Genus species Unclassified.	
GD_ST_contig_24329831.region001	GD_ST_contig_24329831	Genus species strain strain	lassopeptide	RiPPs	Genus species Unclassified.	
GD_ST_contig_24338507.region001	GD_ST_contig_24338507	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
GD_ST_contig_24479281.region001	GD_ST_contig_24479281	Genus species strain strain	cyanobactin	RiPPs	Genus species Unclassified.	
GD_ST_contig_24672316.region001	GD_ST_contig_24672316	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
GD_ST_contig_24979556.region001	GD_ST_contig_24979556	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
GD_ST_contig_2536127.region001	GD_ST_contig_2536127	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
GD_ST_contig_2543071.region001	GD_ST_contig_2543071	Genus species strain strain	ranthipeptide	RiPPs	Genus species Unclassified.	
GD_ST_contig_25461139.region001	GD_ST_contig_25461139	Genus species strain strain	ranthipeptide	RiPPs	Genus species Unclassified.	
GD_ST_contig_25652283.region001	GD_ST_contig_25652283	Genus species strain strain	ranthipeptide	RiPPs	Genus species Unclassified.	
GD_ST_contig_25976314.region001	GD_ST_contig_25976314	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
GD_ST_contig_26018682.region001	GD_ST_contig_26018682	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
GD_ST_contig_26210141.region001	GD_ST_contig_26210141	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
GD_ST_contig_26306497.region001	GD_ST_contig_26306497	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
GD_ST_contig_26587334.region001	GD_ST_contig_26587334	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
GD_ST_contig_2713754.region001	GD_ST_contig_2713754	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
GD_ST_contig_2876290.region001	GD_ST_contig_2876290	Genus species strain strain	lassopeptide.terpene.RRE-containing	Others	Genus species Unclassified.	
GD_ST_contig_3015468.region001	GD_ST_contig_3015468	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
GD_ST_contig_3115199.region001	GD_ST_contig_3115199	Genus species strain strain	LAP	RiPPs	Genus species Unclassified.	
GD_ST_contig_3196150.region001	GD_ST_contig_3196150	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
GD_ST_contig_3250876.region001	GD_ST_contig_3250876	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
GD_ST_contig_3373341.region001	GD_ST_contig_3373341	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
GD_ST_contig_4006385.region001	GD_ST_contig_4006385	Genus species strain strain	ranthipeptide	RiPPs	Genus species Unclassified.	
GD_ST_contig_413351.region001	GD_ST_contig_413351	Genus species strain strain	lassopeptide.RRE-containing	RiPPs	Genus species Unclassified.	
GD_ST_contig_4142422.region001	GD_ST_contig_4142422	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
GD_ST_contig_4308221.region001	GD_ST_contig_4308221	Genus species strain strain	ranthipeptide	RiPPs	Genus species Unclassified.	
GD_ST_contig_4676869.region001	GD_ST_contig_4676869	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
GD_ST_contig_499982.region001	GD_ST_contig_499982	Genus species strain strain	lanthipeptide-class-ii	RiPPs	Genus species Unclassified.	
GD_ST_contig_5235024.region001	GD_ST_contig_5235024	Genus species strain strain	ranthipeptide	RiPPs	Genus species Unclassified.	
GD_ST_contig_5348169.region001	GD_ST_contig_5348169	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
GD_ST_contig_5463286.region001	GD_ST_contig_5463286	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
GD_ST_contig_5506199.region001	GD_ST_contig_5506199	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
GD_ST_contig_5566784.region001	GD_ST_contig_5566784	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
GD_ST_contig_6033701.region001	GD_ST_contig_6033701	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
GD_ST_contig_6090584.region001	GD_ST_contig_6090584	Genus species strain strain	LAP	RiPPs	Genus species Unclassified.	
GD_ST_contig_6145624.region001	GD_ST_contig_6145624	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
GD_ST_contig_6145992.region001	GD_ST_contig_6145992	Genus species strain strain	NAPAA.lanthipeptide-class-v	Others	Genus species Unclassified.	
GD_ST_contig_6521367.region001	GD_ST_contig_6521367	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
GD_ST_contig_6670212.region001	GD_ST_contig_6670212	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
GD_ST_contig_6684297.region001	GD_ST_contig_6684297	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
GD_ST_contig_680348.region001	GD_ST_contig_680348	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
GD_ST_contig_6968607.region001	GD_ST_contig_6968607	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
GD_ST_contig_7023274.region001	GD_ST_contig_7023274	Genus species strain strain	LAP	RiPPs	Genus species Unclassified.	
GD_ST_contig_7073652.region001	GD_ST_contig_7073652	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
GD_ST_contig_7326682.region001	GD_ST_contig_7326682	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
GD_ST_contig_7401905.region001	GD_ST_contig_7401905	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
GD_ST_contig_7769404.region001	GD_ST_contig_7769404	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
GD_ST_contig_7788705.region001	GD_ST_contig_7788705	Genus species strain strain	thioamitides	RiPPs	Genus species Unclassified.	
GD_ST_contig_7913890.region001	GD_ST_contig_7913890	Genus species strain strain	ranthipeptide	RiPPs	Genus species Unclassified.	
GD_ST_contig_8086298.region001	GD_ST_contig_8086298	Genus species strain strain	cyanobactin	RiPPs	Genus species Unclassified.	
GD_ST_contig_8264189.region001	GD_ST_contig_8264189	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
GD_ST_contig_8347076.region001	GD_ST_contig_8347076	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
GD_ST_contig_8416256.region001	GD_ST_contig_8416256	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
GD_ST_contig_8863659.region001	GD_ST_contig_8863659	Genus species strain strain	cyanobactin	RiPPs	Genus species Unclassified.	
GD_ST_contig_9060030.region001	GD_ST_contig_9060030	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
GD_ST_contig_946965.region001	GD_ST_contig_946965	Genus species strain strain	LAP	RiPPs	Genus species Unclassified.	
GD_ST_contig_9801551.region001	GD_ST_contig_9801551	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
GD_ST_contig_994955.region001	GD_ST_contig_994955	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
GD_ZH_contig_10334219.region001	GD_ZH_contig_10334219	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
GD_ZH_contig_1033906.region001	GD_ZH_contig_1033906	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
GD_ZH_contig_10447013.region001	GD_ZH_contig_10447013	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
GD_ZH_contig_10450014.region001	GD_ZH_contig_10450014	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
GD_ZH_contig_10480321.region001	GD_ZH_contig_10480321	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
GD_ZH_contig_10505396.region001	GD_ZH_contig_10505396	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
GD_ZH_contig_10506588.region001	GD_ZH_contig_10506588	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
GD_ZH_contig_1057872.region001	GD_ZH_contig_1057872	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
GD_ZH_contig_107649.region001	GD_ZH_contig_107649	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
GD_ZH_contig_10806400.region001	GD_ZH_contig_10806400	Genus species strain strain	T3PKS.RRE-containing	Others	Genus species Unclassified.	
GD_ZH_contig_10826507.region001	GD_ZH_contig_10826507	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
GD_ZH_contig_10989498.region001	GD_ZH_contig_10989498	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
GD_ZH_contig_11051248.region001	GD_ZH_contig_11051248	Genus species strain strain	lassopeptide.RRE-containing	RiPPs	Genus species Unclassified.	
GD_ZH_contig_11053742.region001	GD_ZH_contig_11053742	Genus species strain strain	lassopeptide	RiPPs	Genus species Unclassified.	
GD_ZH_contig_11182637.region001	GD_ZH_contig_11182637	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
GD_ZH_contig_11187011.region001	GD_ZH_contig_11187011	Genus species strain strain	lassopeptide.RRE-containing	RiPPs	Genus species Unclassified.	
GD_ZH_contig_11297658.region001	GD_ZH_contig_11297658	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
GD_ZH_contig_11336618.region001	GD_ZH_contig_11336618	Genus species strain strain	ranthipeptide	RiPPs	Genus species Unclassified.	
GD_ZH_contig_11393162.region001	GD_ZH_contig_11393162	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
GD_ZH_contig_11491528.region001	GD_ZH_contig_11491528	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
GD_ZH_contig_11554550.region001	GD_ZH_contig_11554550	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
GD_ZH_contig_11700804.region001	GD_ZH_contig_11700804	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
GD_ZH_contig_11920709.region001	GD_ZH_contig_11920709	Genus species strain strain	ranthipeptide	RiPPs	Genus species Unclassified.	
