#BGC Name	Clan Number	Family Number
HN_SY_contig_22582413.region001	6264	4638
HN_SY_contig_22664824.region001	6264	4642
HN_SY_contig_22715095.region001	6264	4643
HN_SY_contig_22972429.region001	6264	4654
HN_SY_contig_229929.region001	6264	4655
HN_SY_contig_23007081.region001	6264	4656
HN_SY_contig_23374379.region001	6264	4662
GD_ZH_contig_5422005.region001	6264	4671
GD_ZH_contig_8479650.region001	6264	4671
HN_SY_contig_23647319.region001	6264	4671
HN_SY_contig_30495721.region001	6264	4671
HN_SY_contig_33147449.region001	6264	4671
HN_SY_contig_23733360.region001	6264	4674
HN_SY_contig_23810599.region001	6264	4675
HN_SY_contig_2382104.region001	6264	4676
HN_SY_contig_24137025.region001	6264	4683
HN_SY_contig_24152621.region001	6264	4684
HN_SY_contig_24424232.region001	6264	4689
HN_SY_contig_24528214.region001	6264	4693
HN_SY_contig_2457843.region001	6264	4696
HN_SY_contig_24805121.region001	6264	4700
HN_SY_contig_25215618.region001	6264	4705
HN_SY_contig_25250582.region001	6264	4707
HN_SY_contig_25439618.region001	6264	4715
HN_SY_contig_25616951.region001	6264	4720
HN_SY_contig_25680519.region001	6264	4722
HN_SY_contig_25738213.region001	6264	4725
HN_SY_contig_26139962.region001	6264	4729
HN_SY_contig_2619682.region001	6264	4732
HN_SY_contig_26281737.region001	6264	4736
HN_SY_contig_26294683.region001	6264	4738
HN_SY_contig_23909159.region001	6264	4741
HN_SY_contig_26387301.region001	6264	4741
HN_SY_contig_26825471.region001	6264	4752
HN_SY_contig_26942846.region001	6264	4756
HN_SY_contig_27120017.region001	6264	4767
HN_SY_contig_27264462.region001	6264	4775
HN_SY_contig_27350186.region001	6264	4777
HN_SY_contig_27784474.region001	6264	4787
HN_SY_contig_27821565.region001	6264	4788
FJ_XM_contig_5119646.region001	6264	4791
HN_SY_contig_1309772.region001	6264	4791
HN_SY_contig_27877905.region001	6264	4791
HN_SY_contig_27903838.region001	6264	4792
HN_SY_contig_27946580.region001	6264	4796
HN_SY_contig_27989327.region001	6264	4797
HN_SY_contig_28392833.region001	6264	4808
HN_SY_contig_28436794.region001	6264	4809
HN_SY_contig_28703578.region001	6264	4816
HN_SY_contig_28778370.region001	6264	4818
HN_SY_contig_28866608.region001	6264	4819
HN_SY_contig_28899292.region001	6264	4820
JS_YC_contig_15129040.region001	6264	4820
HN_SY_contig_2893318.region001	6264	4822
HN_SY_contig_28935920.region001	6264	4823
HN_SY_contig_28954936.region001	6264	4824
HN_SY_contig_29038023.region001	6264	4830
HN_SY_contig_29078432.region001	6264	4831
HN_SY_contig_29104741.region001	6264	4832
HN_SY_contig_29167053.region001	6264	4835
HN_SY_contig_29353413.region001	6264	4838
HN_SY_contig_29426216.region001	6264	4842
HN_SY_contig_29442699.region001	6264	4843
HN_SY_contig_1836583.region001	6264	4846
HN_SY_contig_29577461.region001	6264	4846
HN_SY_contig_29673680.region001	6264	4846
LN_DD_contig_4516271.region001	6264	4846
HN_SY_contig_29596262.region001	6264	4849
HN_SY_contig_29640844.region001	6264	4851
HN_SY_contig_29644042.region001	6264	4852
HN_SY_contig_6206586.region001	6264	4852
HN_SY_contig_29668479.region001	6264	4854
HN_SY_contig_29670463.region001	6264	4855
GX_BH_contig_25082261.region001	6264	4857
HN_SY_contig_29676369.region001	6264	4857
HN_SY_contig_29701435.region001	6264	4859
GX_BH_contig_18438520.region001	6264	4862
GX_BH_contig_23940918.region001	6264	4862
HN_SY_contig_18244650.region001	6264	4862
HN_SY_contig_27942486.region001	6264	4862
HN_SY_contig_29720165.region001	6264	4862
HN_SY_contig_33318746.region001	6264	4862
HN_SY_contig_29785057.region001	6264	4865
HN_SY_contig_2982758.region001	6264	4866
HN_SY_contig_30483277.region001	6264	4879
HN_SY_contig_30486565.region001	6264	4880
HN_SY_contig_30612883.region001	6264	4885
FJ_XM_contig_25065890.region001	6264	4886
HN_SY_contig_21694407.region001	6264	4886
HN_SY_contig_2903459.region001	6264	4886
HN_SY_contig_30621989.region001	6264	4886
HN_SY_contig_8335530.region001	6264	4886
JS_LYG_contig_16759597.region001	6264	4886
LN_DD_contig_392358.region001	6264	4886
LN_DD_contig_4843615.region001	6264	4886
HN_SY_contig_30633376.region001	6264	4887
HN_SY_contig_30649811.region001	6264	4888
HN_SY_contig_30745863.region001	6264	4891
HN_SY_contig_30787242.region001	6264	4892
HN_SY_contig_30840075.region001	6264	4893
HN_SY_contig_30928540.region001	6264	4897
HN_SY_contig_31042875.region001	6264	4901
HN_SY_contig_31571202.region001	6264	4911
HN_SY_contig_31631376.region001	6264	4913
HN_SY_contig_31980709.region001	6264	4919
HN_SY_contig_32150932.region001	6264	4921
HN_SY_contig_32302684.region001	6264	4926
HN_SY_contig_32528417.region001	6264	4933
HN_SY_contig_32819374.region001	6264	4944
HN_SY_contig_32866753.region001	6264	4945
JS_YC_contig_16342588.region001	6264	4945
HN_SY_contig_32966816.region001	6264	4948
HN_SY_contig_33079726.region001	6264	4951
HN_SY_contig_33156830.region001	6264	4953
HN_SY_contig_33264371.region001	6264	4958
HN_SY_contig_33279310.region001	6264	4963
HN_SY_contig_33420453.region001	6264	4965
HN_SY_contig_33447489.region001	6264	4967
HN_SY_contig_33460754.region001	6264	4969
HN_SY_contig_33549316.region001	6264	4972
HN_SY_contig_33680960.region001	6264	4973
SD_DY_contig_12543584.region001	6264	4973
HN_SY_contig_33985469.region001	6264	4978
HN_SY_contig_34002315.region001	6264	4980
HN_SY_contig_34090228.region001	6264	4987
HN_SY_contig_34331291.region001	6264	4990
HN_SY_contig_34528079.region001	6264	4995
HN_SY_contig_3498091.region001	6264	4999
HN_SY_contig_3504793.region001	6264	5000
HN_SY_contig_3504864.region001	6264	5001
HN_SY_contig_356105.region001	6264	5003
HN_SY_contig_3723089.region001	6264	5011
HN_SY_contig_3984135.region001	6264	5015
HN_SY_contig_4021957.region001	6264	5016
HN_SY_contig_4112538.region001	6264	5020
HN_SY_contig_4204361.region001	6264	5023
HN_SY_contig_4407694.region001	6264	5029
HN_SY_contig_4498893.region001	6264	5031
HN_SY_contig_479794.region001	6264	5038
HN_SY_contig_4853656.region001	6264	5040
HN_SY_contig_5294423.region001	6264	5046
HN_SY_contig_5315751.region001	6264	5048
HN_SY_contig_5338232.region001	6264	5049
HN_SY_contig_5399330.region001	6264	5051
HN_SY_contig_5459870.region001	6264	5052
HN_SY_contig_5474716.region001	6264	5053
HN_SY_contig_5492138.region001	6264	5054
HN_SY_contig_5599325.region001	6264	5060
HN_SY_contig_5695414.region001	6264	5061
HN_SY_contig_582616.region001	6264	5064
HN_SY_contig_584401.region001	6264	5065
HN_SY_contig_6190292.region001	6264	5070
JS_YC_contig_6775678.region001	6264	5070
HN_SY_contig_6207593.region001	6264	5073
HN_SY_contig_6243213.region001	6264	5076
HN_SY_contig_6652238.region001	6264	5087
HN_SY_contig_6682293.region001	6264	5088
SD_DY_contig_15042897.region001	6264	5088
HN_SY_contig_6854738.region001	6264	5091
HN_SY_contig_691724.region001	6264	5093
HN_SY_contig_7069547.region001	6264	5098
HN_SY_contig_7077247.region001	6264	5099
HN_SY_contig_7212626.region001	6264	5106
HN_SY_contig_777661.region001	6264	5114
HN_SY_contig_7891710.region001	6264	5119
HN_SY_contig_7986766.region001	6264	5124
HN_SY_contig_8168331.region001	6264	5133
HN_SY_contig_871687.region001	6264	5141
HN_SY_contig_8730625.region001	6264	5142
HN_SY_contig_8801216.region001	6264	5146
HN_SY_contig_8821679.region001	6264	5147
HN_SY_contig_8849871.region001	6264	5148
SD_QD_contig_21641844.region001	6264	5148
HN_SY_contig_8912320.region001	6264	5151
HN_SY_contig_8990772.region001	6264	5155
HN_SY_contig_921103.region001	6264	5161
HN_SY_contig_9319926.region001	6264	5165
HN_SY_contig_9403502.region001	6264	5167
HN_SY_contig_9553502.region001	6264	5172
HN_SY_contig_9599886.region001	6264	5176
HN_SY_contig_9617596.region001	6264	5179
HN_SY_contig_9758382.region001	6264	5185
HN_SY_contig_9808298.region001	6264	5186
HN_SY_contig_9832194.region001	6264	5187
HN_SY_contig_9895342.region001	6264	5189
HN_SY_contig_9901544.region001	6264	5190
HN_SY_contig_992514.region001	6264	5191
JS_LYG_contig_10085426.region001	6264	5194
HN_SY_contig_31408406.region001	6264	5196
JS_LYG_contig_10211238.region001	6264	5196
JS_LYG_contig_10930145.region001	6264	5206
JS_LYG_contig_11001971.region001	6264	5208
JS_LYG_contig_1124052.region001	6264	5211
JS_LYG_contig_1150193.region001	6264	5215
JS_LYG_contig_11631236.region001	6264	5217
JS_LYG_contig_11779673.region001	6264	5220
JS_LYG_contig_12168456.region001	6264	5224
JS_LYG_contig_12367529.region001	6264	5226
HN_SY_contig_14783764.region001	6264	5230
JS_LYG_contig_12563899.region001	6264	5230
JS_LYG_contig_7723093.region001	6264	5230
JS_YC_contig_11628355.region001	6264	5230
ZJ_WZ_contig_1147689.region001	6264	5230
JS_LYG_contig_12966648.region001	6264	5232
JS_LYG_contig_14181557.region001	6264	5248
JS_LYG_contig_14296752.region001	6264	5250
JS_LYG_contig_14309558.region001	6264	5251
JS_LYG_contig_14313729.region001	6264	5252
JS_LYG_contig_14631053.region001	6264	5256
JS_LYG_contig_14924347.region001	6264	5257
JS_LYG_contig_14947367.region001	6264	5259
JS_LYG_contig_14949925.region001	6264	5260
ZJ_WZ_contig_14999868.region001	6264	5260
JS_LYG_contig_15261588.region001	6264	5263
JS_LYG_contig_15657114.region001	6264	5268
JS_LYG_contig_16545401.region001	6264	5271
JS_LYG_contig_1662054.region001	6264	5272
JS_LYG_contig_170314.region001	6264	5279
JS_LYG_contig_1717792.region001	6264	5282
JS_LYG_contig_17662965.region001	6264	5285
JS_LYG_contig_18119251.region001	6264	5292
JS_LYG_contig_18300280.region001	6264	5294
JS_LYG_contig_18477731.region001	6264	5296
JS_LYG_contig_19358590.region001	6264	5305
JS_LYG_contig_19541645.region001	6264	5307
JS_LYG_contig_20063319.region001	6264	5315
JS_LYG_contig_20230388.region001	6264	5316
JS_LYG_contig_20606165.region001	6264	5322
JS_LYG_contig_20670319.region001	6264	5323
JS_LYG_contig_20869607.region001	6264	5325
JS_LYG_contig_20972651.region001	6264	5328
LN_DD_contig_2905573.region001	6264	5328
FJ_XM_contig_11064189.region001	6264	5337
JS_LYG_contig_22195309.region001	6264	5337
JS_LYG_contig_2220401.region001	6264	5338
JS_LYG_contig_23601901.region001	6264	5346
JS_LYG_contig_24351610.region001	6264	5354
JS_LYG_contig_24481813.region001	6264	5355
JS_LYG_contig_24817826.region001	6264	5358
JS_LYG_contig_2528289.region001	6264	5359
JS_LYG_contig_2896539.region001	6264	5366
JS_LYG_contig_3379676.region001	6264	5371
JS_LYG_contig_3671739.region001	6264	5373
JS_LYG_contig_3913441.region001	6264	5375
JS_LYG_contig_4151917.region001	6264	5376
JS_LYG_contig_4273631.region001	6264	5378
JS_LYG_contig_7787198.region001	6264	5378
JS_LYG_contig_2450994.region001	6264	5379
JS_LYG_contig_4307668.region001	6264	5379
JS_LYG_contig_4795845.region001	6264	5382
JS_LYG_contig_5366213.region001	6264	5390
JS_LYG_contig_5418052.region001	6264	5392
JS_LYG_contig_5507689.region001	6264	5394
JS_LYG_contig_6340539.region001	6264	5397
JS_LYG_contig_6502739.region001	6264	5398
JS_LYG_contig_6544781.region001	6264	5399
JS_LYG_contig_680103.region001	6264	5402
JS_LYG_contig_6839196.region001	6264	5403
JS_LYG_contig_7617064.region001	6264	5408
JS_LYG_contig_813220.region001	6264	5416
JS_LYG_contig_8550395.region001	6264	5419
JS_LYG_contig_8569489.region001	6264	5421
JS_LYG_contig_8893059.region001	6264	5426
JS_LYG_contig_8969710.region001	6264	5427
JS_LYG_contig_9222226.region001	6264	5431
JS_LYG_contig_9364505.region001	6264	5433
JS_YC_contig_10516787.region001	6264	5454
JS_YC_contig_10724583.region001	6264	5457
JS_YC_contig_10832474.region001	6264	5462
JS_YC_contig_11062336.region001	6264	5464
JS_YC_contig_11697909.region001	6264	5480
SD_QD_contig_8991483.region001	6264	5480
GX_BH_contig_5353621.region001	6264	5485
JS_LYG_contig_14434570.region001	6264	5485
JS_YC_contig_11917242.region001	6264	5485
JS_YC_contig_1199444.region001	6264	5488
JS_YC_contig_12214277.region001	6264	5491
JS_YC_contig_12221843.region001	6264	5492
JS_YC_contig_12225461.region001	6264	5493
JS_YC_contig_1234584.region001	6264	5496
JS_YC_contig_12678280.region001	6264	5503
JS_YC_contig_12872190.region001	6264	5506
JS_YC_contig_12964560.region001	6264	5511
JS_YC_contig_13063037.region001	6264	5511
JS_YC_contig_23240695.region001	6264	5511
JS_YC_contig_13211265.region001	6264	5516
JS_YC_contig_13453252.region001	6264	5520
HN_SY_contig_27352479.region001	6264	5533
HN_SY_contig_7986665.region001	6264	5533
JS_YC_contig_1194294.region001	6264	5533
JS_YC_contig_14295614.region001	6264	5533
LN_DD_contig_18513750.region001	6264	5533
LN_DD_contig_24435848.region001	6264	5533
SD_DY_contig_25286063.region001	6264	5533
SD_DY_contig_27162148.region001	6264	5533
SD_QD_contig_11094092.region001	6264	5533
ZJ_WZ_contig_21566169.region001	6264	5533
ZJ_WZ_contig_23902483.region001	6264	5533
JS_YC_contig_14481514.region001	6264	5537
JS_YC_contig_14502992.region001	6264	5540
LN_DD_contig_18697779.region001	6264	5540
LN_DD_contig_19419895.region001	6264	5540
LN_DD_contig_714471.region001	6264	5540
SD_DY_contig_6850404.region001	6264	5540
JS_LYG_contig_14933735.region001	6264	5541
JS_YC_contig_14543176.region001	6264	5541
JS_YC_contig_4570951.region001	6264	5541
JS_YC_contig_14609347.region001	6264	5542
JS_YC_contig_2366589.region001	6264	5542
JS_YC_contig_5422315.region001	6264	5542
JS_YC_contig_14713847.region001	6264	5543
JS_YC_contig_14776828.region001	6264	5545
JS_YC_contig_14959079.region001	6264	5554
JS_YC_contig_15625613.region001	6264	5566
JS_YC_contig_15626199.region001	6264	5567
JS_YC_contig_15859664.region001	6264	5573
JS_YC_contig_16021573.region001	6264	5575
JS_YC_contig_16033630.region001	6264	5577
JS_YC_contig_16034001.region001	6264	5578
JS_YC_contig_16058719.region001	6264	5579
JS_YC_contig_16058719.region002	6264	5580
JS_YC_contig_16151321.region001	6264	5583
JS_YC_contig_16402168.region001	6264	5587
JS_YC_contig_16497859.region001	6264	5591
JS_YC_contig_1649863.region001	6264	5592
JS_YC_contig_16786438.region001	6264	5597
JS_YC_contig_1693204.region001	6264	5602
JS_YC_contig_17067934.region001	6264	5604
JS_YC_contig_17187327.region001	6264	5606
JS_YC_contig_17205549.region001	6264	5609
JS_YC_contig_17223067.region001	6264	5611
JS_YC_contig_17666816.region001	6264	5618
JS_YC_contig_17791720.region001	6264	5620
JS_YC_contig_18312803.region001	6264	5632
JS_YC_contig_18336031.region001	6264	5633
JS_YC_contig_18340689.region001	6264	5634
JS_YC_contig_18374945.region001	6264	5636
JS_YC_contig_19132495.region001	6264	5646
JS_YC_contig_19164314.region001	6264	5649
JS_YC_contig_19173091.region001	6264	5650
JS_YC_contig_1918549.region001	6264	5651
JS_YC_contig_19287984.region001	6264	5652
JS_YC_contig_19426675.region001	6264	5655
JS_YC_contig_1944177.region001	6264	5658
JS_YC_contig_19451867.region001	6264	5659
JS_YC_contig_19800560.region001	6264	5661
JS_YC_contig_1987677.region001	6264	5665
JS_YC_contig_19920420.region001	6264	5667
JS_YC_contig_2007391.region001	6264	5671
JS_YC_contig_20202419.region001	6264	5673
JS_YC_contig_20412826.region001	6264	5675
JS_YC_contig_20602510.region001	6264	5681
JS_YC_contig_20799038.region001	6264	5685
JS_YC_contig_20808071.region001	6264	5686
JS_YC_contig_21005921.region001	6264	5689
JS_YC_contig_21419634.region001	6264	5699
JS_YC_contig_21426419.region001	6264	5700
JS_YC_contig_21585476.region001	6264	5702
JS_YC_contig_21751502.region001	6264	5705
JS_YC_contig_21773631.region001	6264	5706
JS_YC_contig_22204253.region001	6264	5717
JS_YC_contig_22318882.region001	6264	5718
JS_YC_contig_22417334.region001	6264	5719
JS_YC_contig_22661191.region001	6264	5723
JS_YC_contig_22752338.region001	6264	5726
JS_YC_contig_22839156.region001	6264	5729
ZJ_NB_contig_11043333.region001	6264	5729
FJ_XM_contig_6477439.region001	6264	5738
GX_BH_contig_6870244.region001	6264	5738
JS_YC_contig_23397949.region001	6264	5738
JS_YC_contig_23649895.region001	6264	5740
JS_YC_contig_23677883.region001	6264	5743
JS_YC_contig_24010421.region001	6264	5750
JS_YC_contig_24051604.region001	6264	5752
JS_YC_contig_24255988.region001	6264	5756
JS_YC_contig_24398038.region001	6264	5759
JS_YC_contig_24788218.region001	6264	5764
JS_YC_contig_24860486.region001	6264	5766
JS_YC_contig_24945819.region001	6264	5768
JS_YC_contig_25650363.region001	6264	5777
JS_YC_contig_25671372.region001	6264	5778
JS_YC_contig_25701072.region001	6264	5779
JS_YC_contig_2617529.region001	6264	5782
JS_YC_contig_26323960.region001	6264	5785
JS_YC_contig_26333291.region001	6264	5786
JS_YC_contig_26417449.region001	6264	5788
JS_YC_contig_26673650.region001	6264	5791
ZJ_WZ_contig_10360203.region001	6264	5791
ZJ_WZ_contig_12287228.region001	6264	5791
JS_YC_contig_26881948.region001	6264	5798
JS_YC_contig_27065653.region001	6264	5801
JS_YC_contig_27076495.region001	6264	5802
JS_YC_contig_27526575.region001	6264	5808
JS_YC_contig_27832009.region001	6264	5814
JS_YC_contig_27879112.region001	6264	5815
JS_YC_contig_27950507.region001	6264	5819
JS_YC_contig_2800821.region001	6264	5821
ZJ_WZ_contig_3189721.region001	6264	5821
JS_YC_contig_28498122.region001	6264	5823
JS_YC_contig_2967736.region001	6264	5826
JS_YC_contig_3156160.region001	6264	5829
JS_YC_contig_3280400.region001	6264	5831
JS_YC_contig_3378695.region001	6264	5833
JS_YC_contig_3470183.region001	6264	5836
JS_YC_contig_3854113.region001	6264	5843
JS_YC_contig_417906.region001	6264	5851
JS_YC_contig_13125580.region001	6264	5857
JS_YC_contig_4440226.region001	6264	5857
JS_YC_contig_4616175.region001	6264	5862
JS_YC_contig_4616509.region001	6264	5863
JS_YC_contig_4618303.region001	6264	5864
JS_YC_contig_5390013.region001	6264	5876
JS_YC_contig_5414147.region001	6264	5877
JS_YC_contig_5647186.region001	6264	5886
JS_YC_contig_6427735.region001	6264	5906
JS_YC_contig_6497897.region001	6264	5910
JS_YC_contig_6510465.region001	6264	5911
JS_YC_contig_659101.region001	6264	5916
JS_YC_contig_6918638.region001	6264	5922
JS_YC_contig_711255.region001	6264	5924
JS_YC_contig_7316292.region001	6264	5929
JS_YC_contig_7628828.region001	6264	5936
JS_YC_contig_7817381.region001	6264	5939
SD_DY_contig_13392116.region001	6264	5939
JS_YC_contig_7833015.region001	6264	5940
JS_YC_contig_7843588.region001	6264	5942
JS_YC_contig_8094645.region001	6264	5952
JS_YC_contig_8132437.region001	6264	5954
JS_YC_contig_8421949.region001	6264	5958
JS_YC_contig_8509229.region001	6264	5965
JS_YC_contig_8514560.region001	6264	5966
JS_YC_contig_8637574.region001	6264	5969
JS_YC_contig_8805336.region001	6264	5973
JS_YC_contig_8961134.region001	6264	5980
HN_SY_contig_19548865.region001	6264	5983
HN_SY_contig_22164094.region001	6264	5983
JS_YC_contig_19149579.region001	6264	5983
JS_YC_contig_9148357.region001	6264	5983
JS_YC_contig_9218460.region001	6264	5987
JS_YC_contig_9240347.region001	6264	5988
JS_YC_contig_9268366.region001	6264	5989
JS_YC_contig_9433037.region001	6264	5993
JS_YC_contig_9543025.region001	6264	5994
JS_YC_contig_9632519.region001	6264	5999
JS_YC_contig_9638801.region001	6264	6000
JS_YC_contig_9706186.region001	6264	6001
JS_YC_contig_9755368.region001	6264	6003
JS_YC_contig_9768395.region001	6264	6004
LN_DD_contig_10085632.region001	6264	6011
LN_DD_contig_10311883.region001	6264	6015
LN_DD_contig_10405662.region001	6264	6019
LN_DD_contig_10431470.region001	6264	6020
LN_DD_contig_10581820.region001	6264	6022
LN_DD_contig_10836693.region001	6264	6026
LN_DD_contig_11002201.region001	6264	6034
LN_DD_contig_11006128.region001	6264	6035
LN_DD_contig_11293265.region001	6264	6039
LN_DD_contig_11343810.region001	6264	6042
LN_DD_contig_11795364.region001	6264	6052
GD_ZH_contig_6776393.region001	6264	6059
GX_BH_contig_29572950.region001	6264	6059
HN_SY_contig_4350780.region001	6264	6059
HN_SY_contig_4375671.region001	6264	6059
JS_LYG_contig_9525875.region001	6264	6059
LN_DD_contig_12224289.region001	6264	6059
LN_DD_contig_3930125.region001	6264	6059
LN_DD_contig_4182269.region001	6264	6059
LN_DD_contig_8149678.region001	6264	6059
SD_QD_contig_21422209.region001	6264	6059
LN_DD_contig_12244012.region001	6264	6060
LN_DD_contig_12621831.region001	6264	6068
LN_DD_contig_1298659.region001	6264	6075
LN_DD_contig_13226306.region001	6264	6078
LN_DD_contig_13330083.region001	6264	6084
LN_DD_contig_13518259.region001	6264	6087
LN_DD_contig_13707941.region001	6264	6090
LN_DD_contig_14073753.region001	6264	6096
LN_DD_contig_14549252.region001	6264	6107
LN_DD_contig_14651539.region001	6264	6108
LN_DD_contig_15335280.region001	6264	6119
LN_DD_contig_16090794.region001	6264	6135
LN_DD_contig_1652541.region001	6264	6144
LN_DD_contig_17079702.region001	6264	6151
GX_BH_contig_25166481.region001	6264	6153
LN_DD_contig_17248324.region001	6264	6153
LN_DD_contig_17396909.region001	6264	6155
LN_DD_contig_17486139.region001	6264	6163
LN_DD_contig_17502996.region001	6264	6165
LN_DD_contig_17838829.region001	6264	6171
LN_DD_contig_1797701.region001	6264	6173
LN_DD_contig_1830857.region001	6264	6182
LN_DD_contig_18465130.region001	6264	6187
LN_DD_contig_18950304.region001	6264	6196
LN_DD_contig_18972394.region001	6264	6197
LN_DD_contig_1932057.region001	6264	6203
LN_DD_contig_19708967.region001	6264	6210
LN_DD_contig_19903652.region001	6264	6215
LN_DD_contig_19908357.region001	6264	6216
SD_QD_contig_20859090.region001	6264	6216
LN_DD_contig_20100343.region001	6264	6223
LN_DD_contig_2022048.region001	6264	6224
LN_DD_contig_20349247.region001	6264	6226
LN_DD_contig_20669302.region001	6264	6234
LN_DD_contig_20906882.region001	6264	6239
LN_DD_contig_20955385.region001	6264	6242
LN_DD_contig_21154158.region001	6264	6245
LN_DD_contig_21210248.region001	6264	6247
LN_DD_contig_21237531.region001	6264	6248
LN_DD_contig_21240251.region001	6264	6249
LN_DD_contig_21271422.region001	6264	6252
LN_DD_contig_21280859.region001	6264	6253
GD_ST_contig_7326682.region001	6264	6264
JS_LYG_contig_13307927.region001	6264	6264
LN_DD_contig_21849945.region001	6264	6264
SD_QD_contig_26166321.region001	6264	6264
ZJ_NB_contig_11200412.region001	6264	6264
ZJ_NB_contig_22552193.region001	6264	6264
GD_ZH_contig_24575647.region001	6264	6269
LN_DD_contig_22164709.region001	6264	6269
LN_DD_contig_22173048.region001	6264	6270
LN_DD_contig_22204330.region001	6264	6273
LN_DD_contig_22232815.region001	6264	6274
LN_DD_contig_22375358.region001	6264	6276
LN_DD_contig_22383911.region001	6264	6277
LN_DD_contig_22899746.region001	6264	6283
LN_DD_contig_23008642.region001	6264	6286
LN_DD_contig_23016995.region001	6264	6287
LN_DD_contig_23031429.region001	6264	6288
LN_DD_contig_23273499.region001	6264	6293
LN_DD_contig_23279555.region001	6264	6294
LN_DD_contig_23823070.region001	6264	6306
LN_DD_contig_23872986.region001	6264	6308
LN_DD_contig_24123668.region001	6264	6313
LN_DD_contig_24390107.region001	6264	6317
LN_DD_contig_24758563.region001	6264	6321
LN_DD_contig_2484543.region001	6264	6325
LN_DD_contig_24992576.region001	6264	6327
HN_SY_contig_34187025.region001	6264	6330
LN_DD_contig_25202473.region001	6264	6330
LN_DD_contig_25299193.region001	6264	6332
LN_DD_contig_262266.region001	6264	6344
LN_DD_contig_2825589.region001	6264	6347
SD_QD_contig_18398967.region001	6264	6347
LN_DD_contig_2911104.region001	6264	6353
LN_DD_contig_2931631.region001	6264	6355
SD_DY_contig_20108820.region001	6264	6355
LN_DD_contig_3183302.region001	6264	6361
LN_DD_contig_25583367.region001	6264	6362
LN_DD_contig_3259245.region001	6264	6362
LN_DD_contig_341571.region001	6264	6365
LN_DD_contig_3507685.region001	6264	6367
LN_DD_contig_3544182.region001	6264	6369
LN_DD_contig_4241638.region001	6264	6383
LN_DD_contig_4614967.region001	6264	6394
LN_DD_contig_4687366.region001	6264	6397
LN_DD_contig_4909743.region001	6264	6402
LN_DD_contig_5091791.region001	6264	6406
LN_DD_contig_5108237.region001	6264	6407
LN_DD_contig_5313497.region001	6264	6415
LN_DD_contig_5519553.region001	6264	6420
LN_DD_contig_5533613.region001	6264	6421
LN_DD_contig_561924.region001	6264	6422
LN_DD_contig_5864188.region001	6264	6426
LN_DD_contig_5903486.region001	6264	6430
LN_DD_contig_5941549.region001	6264	6431
SD_QD_contig_12382456.region001	6264	6431
SD_QD_contig_4847109.region001	6264	6431
LN_DD_contig_6012201.region001	6264	6433
LN_DD_contig_6097933.region001	6264	6435
GD_ZH_contig_15975359.region001	6264	6440
LN_DD_contig_6426262.region001	6264	6440
LN_DD_contig_648585.region001	6264	6442
LN_DD_contig_7022080.region001	6264	6454
LN_DD_contig_7159200.region001	6264	6459
LN_DD_contig_7259006.region001	6264	6464
LN_DD_contig_7506347.region001	6264	6471
LN_DD_contig_7838400.region001	6264	6475
HN_SY_contig_6469147.region001	6264	6476
LN_DD_contig_7858544.region001	6264	6476
SD_QD_contig_16838053.region001	6264	6476
LN_DD_contig_8222952.region001	6264	6488
LN_DD_contig_8361478.region001	6264	6490
LN_DD_contig_8778904.region001	6264	6499
LN_DD_contig_8801369.region001	6264	6500
LN_DD_contig_8923704.region001	6264	6501
FJ_XM_contig_10416994.region001	6264	6505
FJ_XM_contig_7216846.region001	6264	6505
GD_ST_contig_10025175.region001	6264	6505
GD_ST_contig_14687756.region001	6264	6505
GD_ST_contig_16796845.region001	6264	6505
GD_ST_contig_19394899.region001	6264	6505
HN_SY_contig_11489753.region001	6264	6505
HN_SY_contig_21974172.region001	6264	6505
HN_SY_contig_23148958.region001	6264	6505
HN_SY_contig_24002326.region001	6264	6505
HN_SY_contig_3493683.region001	6264	6505
JS_YC_contig_22658938.region001	6264	6505
LN_DD_contig_19403654.region001	6264	6505
LN_DD_contig_23883532.region001	6264	6505
LN_DD_contig_9016525.region001	6264	6505
SD_QD_contig_30763211.region001	6264	6505
ZJ_NB_contig_24804868.region001	6264	6505
ZJ_NB_contig_5838404.region001	6264	6505
ZJ_WZ_contig_9611863.region001	6264	6505
LN_DD_contig_9049224.region001	6264	6507
LN_DD_contig_9320620.region001	6264	6514
LN_DD_contig_9721466.region001	6264	6524
LN_DD_contig_9765641.region001	6264	6525
LN_DD_contig_9970887.region001	6264	6529
SD_DY_contig_10182106.region001	6264	6543
SD_DY_contig_10289238.region001	6264	6551
SD_DY_contig_10321306.region001	6264	6556
SD_DY_contig_1034910.region001	6264	6562
SD_DY_contig_10367939.region001	6264	6565
SD_DY_contig_10372275.region001	6264	6568
SD_DY_contig_10529657.region001	6264	6583
SD_DY_contig_10660645.region001	6264	6595
SD_DY_contig_10714187.region001	6264	6599
SD_DY_contig_10812640.region001	6264	6604
SD_DY_contig_10875423.region001	6264	6606
SD_DY_contig_10876004.region001	6264	6607
SD_DY_contig_10880289.region001	6264	6608
SD_DY_contig_109016.region001	6264	6609
SD_DY_contig_10925148.region001	6264	6610
SD_DY_contig_10956370.region001	6264	6613
SD_DY_contig_1096047.region001	6264	6615
SD_DY_contig_10984220.region001	6264	6618
SD_DY_contig_11036278.region001	6264	6622
SD_DY_contig_11068706.region001	6264	6625
SD_DY_contig_11134802.region001	6264	6632
SD_DY_contig_11150433.region001	6264	6635
