BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
BGC0001297	BGC0001297	Streptomyces calvus strain ATCC 13382	NRPS-like.NRPS.ladderane	Others	Streptomyces calvus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001312	BGC0001312	Pseudomonas fluorescens SBW25 complete genome	NRPS	NRPS	Pseudomonas fluorescens SBW25	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0001327	BGC0001327	Micromonospora purpureochromogenes strain NRRL B-2672 contig1.1, whole genome shotgun sequence	T1PKS.NRPS-like	PKS-NRP_Hybrids	Micromonospora purpureochromogenes	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora
BGC0001328	BGC0001328	Micromonospora sp. M42 genomic scaffold supercont1.1, whole genome shotgun sequence	NRPS.NRPS-like.T1PKS	PKS-NRP_Hybrids	Micromonospora sp. M42	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora,unclassified Micromonospora
BGC0001329	BGC0001329	Streptomyces lilacinus strain NRRL B-1968 genomic scaffold P022_Doro1_scaffold13, whole genome shotgun sequence	NRPS.T1PKS	PKS-NRP_Hybrids	Streptomyces lilacinus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001330	BGC0001330	Micromonospora sp. RV43 contig4_size105044, whole genome shotgun sequence	T1PKS.terpene.NRPS-like	Others	Micromonospora sp. RV43	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora,unclassified Micromonospora
BGC0001331	BGC0001331	Salinispora arenicola CNR107 F583DRAFT_scaffold00021.21, whole genome shotgun sequence	T1PKS.NRPS-like	PKS-NRP_Hybrids	Salinispora arenicola CNR107	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Salinispora
BGC0001332	BGC0001332	Streptomyces sp. MspMP-M5 B073DRAFT_scaffold_37.38, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Streptomyces sp. MspMP-M5	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001341	BGC0001341	Rothia nasimurium strain PT-32 scaffold4_size309601, whole genome shotgun sequence	NRPS	NRPS	Rothia nasimurium	Bacteria,Actinobacteria,Micrococcales,Micrococcaceae,Rothia
BGC0001342	BGC0001342	Chondromyces crocatus strain Cm c5 thuggacin biosynthetic gene cluster; complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Chondromyces crocatus	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Chondromyces
BGC0001344	BGC0001344	Cystobacter sp. SBCb004 tubulysin biosynthesis gene cluster; complete sequence	NRPS.T1PKS	PKS-NRP_Hybrids	Cystobacter sp. SBCb004	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Archangiaceae,Cystobacter,unclassified Cystobacter
BGC0001345	BGC0001345	Stigmatella aurantiaca myxochelin iron transport regulon, complete sequence	NRPS	NRPS	Stigmatella aurantiaca Sg a15	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Archangiaceae,Stigmatella
BGC0001346	BGC0001346	Pseudomonas fluorescens strain BW11P2 bananamide biosynthetic gene cluster, partial sequence	NRPS	NRPS	Pseudomonas fluorescens	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0001351	BGC0001351	Streptomyces gandocaensis strain 12620-H2 cahuitamycin gene cluster, complete sequence	NRPS	NRPS	Streptomyces gandocaensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001358	BGC0001358	Purpureocillium lilacinum isolate PLBJ-1 scaffold00002, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Purpureocillium lilacinum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Ophiocordycipitaceae,Purpureocillium
BGC0001363	BGC0001363	Ralstonia solanacearum GMI1000 megaplasmid complete sequence	NRPS.T1PKS	PKS-NRP_Hybrids	Ralstonia solanacearum GMI1000	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia
BGC0001365	BGC0001365	Claviceps purpurea 20.1 WGS project CAGA00000000 data, contig scaffold00012, whole genome shotgun sequence	NRPS.indole	Others	Claviceps purpurea 20.1	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Claviceps
BGC0001367	BGC0001367	Haliangium ochraceum DSM 14365, complete genome	T1PKS.NRPS	PKS-NRP_Hybrids	Haliangium ochraceum DSM 14365	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystineae,Kofleriaceae,Haliangium
BGC0001368	BGC0001368	Streptomyces sp. NRRL F-4474 contig12.1, whole genome shotgun sequence	NRPS.NRPS-like	NRPS	Streptomyces sp. NRRL F-4474	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001370	BGC0001370	Streptomyces rochei calcium dependent antibiotic gene cluster, partial sequence	NRPS	NRPS	Streptomyces rochei	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces rochei group
BGC0001371	BGC0001371	Aspergillus nidulans NRRL 8112 echinocandin biosynthesis gene cluster, partial sequence	NRPS.betalactone	Others	Aspergillus nidulans NRRL 8112	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Nidulantes
BGC0001372	BGC0001372	Penicillium thymicola penigequinolone gene cluster, complete sequence	NRPS.indole	Others	Penicillium thymicola	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0001379	BGC0001379	Streptomyces luteocolor DNA, BD-12 biosynthetic gene cluster, complete sequence, strain: NBRC 13826	NRPS-like	NRPS	Streptomyces luteocolor	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001381	BGC0001381	Nocardia terpenica strain IFM 0406 brasilinolide biosynthesis gene cluster, complete sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids	Nocardia terpenica	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia
BGC0001389	BGC0001389	Pseudomonas cichorii lipopeptide biosynthesis gene cluster, complete sequence	NRPS	NRPS	Pseudomonas cichorii	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0001390	BGC0001390	Stachybotrys bisbyi DNA, LL-Z1272beta biosynthetic gene cluster, complete sequence, strain: PYH05-7	NRPS-like.T1PKS	PKS-NRP_Hybrids	Stachybotrys bisbyi	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Stachybotryaceae,Stachybotrys
BGC0001393	BGC0001393	Staphylococcus lugdunensis N920143 complete genome	NRPS.NRPS-like	NRPS	Staphylococcus lugdunensis N920143	Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
BGC0001394	BGC0001394	Myxococcus stipitatus DSM 14675, complete genome	T1PKS.NRPS	PKS-NRP_Hybrids	Myxococcus stipitatus DSM 14675	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Myxococcaceae,Myxococcus
BGC0001397	BGC0001397	Streptomyces globisporus C-1027 plasmid SGLP1, complete sequence	NRPS.T1PKS	PKS-NRP_Hybrids	Streptomyces globisporus C-1027	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001399	BGC0001399	TPA_asm: Aspergillus nidulans FGSC A4 chromosome II	NRPS	NRPS	Aspergillus nidulans FGSC A4	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Nidulantes
BGC0001402	BGC0001402	Talaromyces islandicus genome assembly PIS, scaffold WF-38-12_scaffold00002, whole genome shotgun sequence	NRPS	NRPS	Talaromyces islandicus	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces sect. Islandici
BGC0001406	BGC0001406	Streptomyces canus Tlo1 (tlo1), Tlo2 (tlo2), Tlo3 (tlo3), Tlo4 (tlo4), Tlo5 (tlo5), Tlo6 (tlo6), Tlo7 (tlo7), Tlo8 (tlo8), Tlo9 (tlo9), Tlo10 (tlo10), Tlo11 (tlo11), Tlo12 (tlo12), Tlo13 (tlo13), Tlo14 (tlo14), Tlo15 (tlo15), Tlo16 (tlo16), Tlo17 (tlo17), Tlo18 (tlo18), Tlo19 (tlo19), Tlo20 (tlo20), Tlo21 (tlo21), Tlo22 (tlo22), Tlo23 (tlo23), Tlo24 (tlo24), Tlo25 (tlo25), Tlo26 (tlo26), Tlo27 (tlo27), Tlo28 (tlo28), Tlo29 (tlo29), Tlo30 (tlo30), Tlo31 (tlo31), Tlo32 (tlo32), Tlo33 (tlo33), and Tlo34 (tlo34) genes, complete cds	NRPS	NRPS	Streptomyces canus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces aurantiacus group
BGC0001413	BGC0001413	Cystobacter sp. Cbv34 cystobactamid gene cluster, complete sequence	NRPS	NRPS	Cystobacter sp. Cbv34	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Archangiaceae,Cystobacter
BGC0001414	BGC0001414	Streptomyces sp. DSM 40835 griselimycin biosynthetic gene cluster, complete sequence	NRPS	NRPS	Streptomyces muensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001415	BGC0001415	Serratia marcescens subsp. marcescens Db11, complete genome	T1PKS.NRPS	PKS-NRP_Hybrids	Serratia marcescens subsp. marcescens Db11	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia
BGC0001416	BGC0001416	Pseudomonas sp. In5 P.sp_In5_contig_2, whole genome shotgun sequence	NRPS	NRPS	Pseudomonas sp. In5	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0001417	BGC0001417	Cystobacterineae bacterium strain CcG34 myxochromide D subtype 2 biosynthetic gene cluster, complete sequence	NRPS.T1PKS	PKS-NRP_Hybrids	Cystobacterineae bacterium	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,unclassified Cystobacterineae
BGC0001418	BGC0001418	Hyalangium minutum strain DSM 14724 myxochromide D subtype 1 biosynthetic gene cluster and tRNA-Thr gene, complete sequence	NRPS.T1PKS	PKS-NRP_Hybrids	Hyalangium minutum	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Archangiaceae,Hyalangium
BGC0001419	BGC0001419	Hyalangium minutum strain Hym-3 myxochromide D subtype 1 biosynthetic gene cluster, complete sequence	NRPS.T1PKS	PKS-NRP_Hybrids	Hyalangium minutum	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Archangiaceae,Hyalangium
BGC0001420	BGC0001420	Hyalangium minutum strain NOCb10 myxochromide D subtype 1 biosynthetic gene cluster and tRNA-Thr gene, complete sequence	NRPS.T1PKS	PKS-NRP_Hybrids	Hyalangium minutum	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Archangiaceae,Hyalangium
BGC0001421	BGC0001421	Myxococcus sp. strain 171 myxochromide B biosynthetic gene cluster, complete sequence	NRPS.T1PKS	PKS-NRP_Hybrids	Myxococcus sp.	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Myxococcaceae,Myxococcus,unclassified Myxococcus
BGC0001422	BGC0001422	Myxococcus fulvus HW-1 myxochromide A biosynthetic gene cluster, complete sequence	NRPS.T1PKS	PKS-NRP_Hybrids	Myxococcus fulvus HW-1	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Myxococcaceae,Myxococcus
BGC0001423	BGC0001423	Myxococcus hansupus strain mixupus myxochromide C biosynthetic gene cluster, complete sequence	NRPS.T1PKS	PKS-NRP_Hybrids	Myxococcus hansupus	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Myxococcaceae,Myxococcus
BGC0001424	BGC0001424	Myxococcus virescens strain ST200611 myxochromide C biosynthetic gene cluster, complete sequence	NRPS.T1PKS	PKS-NRP_Hybrids	Myxococcus virescens	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Myxococcaceae,Myxococcus
BGC0001425	BGC0001425	Myxococcus xanthus DK 1622 myxochromide A biosynthetic gene cluster, complete sequence	NRPS.T1PKS	PKS-NRP_Hybrids	Myxococcus xanthus DK 1622	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Myxococcaceae,Myxococcus
BGC0001426	BGC0001426	Myxococcus xanthus strain DK897 myxochromide A biosynthetic gene cluster, complete sequence	NRPS.T1PKS	PKS-NRP_Hybrids	Myxococcus xanthus	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Myxococcaceae,Myxococcus
BGC0001427	BGC0001427	Myxococcus xanthus strain A47 myxochromide A biosynthetic gene cluster, complete sequence	NRPS.T1PKS	PKS-NRP_Hybrids	Myxococcus xanthus	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Myxococcaceae,Myxococcus
BGC0001428	BGC0001428	Myxococcus xanthus strain Mx48 myxochromide A biosynthetic gene cluster, complete sequence	NRPS.T1PKS	PKS-NRP_Hybrids	Myxococcus xanthus	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Myxococcaceae,Myxococcus
BGC0001429	BGC0001429	Stigmatella aurantiaca DW4/3-1 myxochromide S biosynthetic gene cluster, complete sequence	NRPS.T1PKS	PKS-NRP_Hybrids	Stigmatella aurantiaca DW4/3-1	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Archangiaceae,Stigmatella
BGC0001430	BGC0001430	Stigmatella aurantiaca Sg a15 myxochromide S biosynthetic gene cluster, complete sequence	NRPS.T1PKS	PKS-NRP_Hybrids	Stigmatella aurantiaca Sg a15	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Archangiaceae,Stigmatella
BGC0001431	BGC0001431	Stigmatella aurantiaca strain Sg a32 myxochromide S biosynthetic gene cluster, complete sequence	NRPS.T1PKS	PKS-NRP_Hybrids	Stigmatella aurantiaca	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Archangiaceae,Stigmatella
BGC0001432	BGC0001432	Stigmatella erecta strain Pde77 myxochromide D subtype 1 biosynthetic gene cluster, complete sequence	NRPS.T1PKS	PKS-NRP_Hybrids	Stigmatella erecta	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Archangiaceae,Stigmatella
BGC0001434	BGC0001434	Xenorhabdus budapestensis strain DSM 16342 nonribosomal peptide synthetase BudA, nonribosomal peptide synthetase BudB, and nonribosomal peptide synthetase BudC genes, complete cds	NRPS	NRPS	Xenorhabdus budapestensis	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus
BGC0001435	BGC0001435	Streptomyces sp. ZJ306 hydroxylase, deacetylase, and hypothetical proteins genes, complete cds; ikarugamycin gene cluster, complete sequence; and GCN5-related N-acetyltransferase, hypothetical protein, asparagine synthase, transcriptional regulator, ABC transporter, hypothetical proteins, putative membrane transport protein, putative acetyltransferase, cytochrome P450, putative alpha-glucosidase, phosphoketolase, helix-turn-helix domain-containing protein, membrane protein, NAD-dependent epimerase/dehydratase, RNA polymerase, sigma-24 subunit, and hypothetical proteins genes, complete cds	NRPS.lassopeptide.T1PKS	Others	Streptomyces sp. ZJ306	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001436	BGC0001436	Paecilomyces divaricatus cornexistin biosynthetic gene cluster, partial sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids	Paecilomyces divaricatus	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Thermoascaceae,Paecilomyces
BGC0001437	BGC0001437	Pseudomonas fluorescens obafluorin biosynthesis gene cluster, complete sequence	NRPS.hserlactone	Others	Pseudomonas fluorescens	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0001442	BGC0001442	Streptomyces sp. strain ATCC 14903 actinonin biosynthetic gene cluster, complete sequence	NRPS	NRPS	Streptomyces sp.	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001443	BGC0001443	Actinomadura atramentaria DSM 43919 strain SF2197 G339DRAFT_scaffold00017.17, whole genome shotgun sequence	T1PKS.NRPS-like	PKS-NRP_Hybrids	Actinomadura atramentaria DSM 43919	Bacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura
BGC0001445	BGC0001445	Aspergillus flavus NRRL3357 scf_1106286418500 genomic scaffold, whole genome shotgun sequence	NRPS.T1PKS	PKS-NRP_Hybrids	Aspergillus flavus NRRL3357	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0001448	BGC0001448	Uncultured bacterium clone DFD0097-644:735:388	NRPS.NRPS-like	NRPS	uncultured bacterium	Bacteria,environmental samples
BGC0001449	BGC0001449	Myceliophthora thermophila ATCC 42464 chromosome 3, complete sequence	NRPS.T1PKS	PKS-NRP_Hybrids	Thermothelomyces thermophilus ATCC 42464	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,Thermothelomyces
BGC0001451	BGC0001451	Candidatus Burkholderia crenata strain UZHbot9 map unlocalized plasmid pBCRE02, whole genome shotgun sequence	NRPS	NRPS	Candidatus Burkholderia crenata	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
BGC0001455	BGC0001455	Streptomyces argillaceus genomic DNA containing Antimycin biosynthesis gene cluster, anta region, strain ATCC 12956	T1PKS.NRPS	PKS-NRP_Hybrids	Streptomyces argillaceus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001457	BGC0001457	Streptomyces caniferus genomic DNA containing Jomthonic acids biosynthesis gene cluster region, strain GUA-06-05-006A	T1PKS.NRPS	PKS-NRP_Hybrids	Streptomyces caniferus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001459	BGC0001459	Amycolatopsis regifaucium strain GY080 contig_7, whole genome shotgun sequence	NRPS.T3PKS.NRPS-like	PKS-NRP_Hybrids	Amycolatopsis regifaucium	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
BGC0001460	BGC0001460	Amycolatopsis decaplanina DSM 44594 Contig0074, whole genome shotgun sequence	NRPS-like.T3PKS.NRPS	PKS-NRP_Hybrids	Amycolatopsis decaplanina DSM 44594	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
BGC0001461	BGC0001461	Amycolatopsis keratiniphila subsp. nogabecina strain FH 1893 contig_22, whole genome shotgun sequence	NRPS.T3PKS.NRPS-like	PKS-NRP_Hybrids	Amycolatopsis keratiniphila subsp. nogabecina	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis japonica group
BGC0001462	BGC0001462	Amycolatopsis coloradensis strain DSM 44225 contig_6, whole genome shotgun sequence	NRPS-like.T3PKS.NRPS	PKS-NRP_Hybrids	Amycolatopsis coloradensis	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
BGC0001467	BGC0001467	Fischerella sp. PCC 9431 Fis9431DRAFT_Scaffold1.2, whole genome shotgun sequence	T1PKS.NRPS.NRPS-like	PKS-NRP_Hybrids	Fischerella sp. PCC 9431	Bacteria,Cyanobacteria,Nostocales,Hapalosiphonaceae,Fischerella
BGC0001468	BGC0001468	Streptomyces cinnamoneus strain DSM 41675 NODE_1_length_6463510_cov_311.439, whole genome shotgun sequence	CDPS	NRPS	Streptomyces cinnamoneus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces cinnamoneus group
BGC0001469	BGC0001469	Brevibacillus sp. Leaf182 182_CLC_4_consensus, whole genome shotgun sequence	NRPS	NRPS	Brevibacillus sp. Leaf182	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,unclassified Brevibacillus
BGC0001477	BGC0001477	Streptomyces sp. ID38640 lydicamycin biosynthesis gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Streptomyces sp. ID38640	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001479	BGC0001479	Nostoc punctiforme PCC 73102 strain ATCC 29133 chromosome, complete genome	NRPS.betalactone	Others	Nostoc punctiforme PCC 73102	Bacteria,Cyanobacteria,Nostocales,Nostocaceae,Nostoc
BGC0001491	BGC0001491	Couchioplanes caeruleus subsp. caeruleus strain DSM 43634 Cont001, whole genome shotgun sequence	T1PKS.NRPS-like	PKS-NRP_Hybrids	Couchioplanes caeruleus subsp. caeruleus	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Couchioplanes
BGC0001502	BGC0001502	Aeromonas hydrophila subsp. hydrophila ATCC 7966, complete genome	NRPS	NRPS	Aeromonas hydrophila subsp. hydrophila ATCC 7966	Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas
BGC0001503	BGC0001503	Amycolatopsis sp. strain Hca4	NRPS-like.T1PKS	PKS-NRP_Hybrids	Amycolatopsis sp.	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,unclassified Amycolatopsis
BGC0001509	BGC0001509	Pseudomonas fluorescens strain HKI0770 contig13, whole genome shotgun sequence	NRPS	NRPS	Pseudomonas fluorescens	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0001511	BGC0001511	Actinosynnema pretiosum subsp. pretiosum strain ATCC 31280 ansamitocin gene cluster, complete sequence	T1PKS.NRPS-like	PKS-NRP_Hybrids	Actinosynnema pretiosum subsp. pretiosum	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinosynnema
BGC0001515	BGC0001515	TPA_asm: Aspergillus nidulans FGSC A4 chromosome II	NRPS	NRPS	Aspergillus nidulans FGSC A4	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Nidulantes
BGC0001516	BGC0001516	Aspergillus flavus NRRL3357 scf_1106286417600 genomic scaffold, whole genome shotgun sequence	NRPS-like	NRPS	Aspergillus flavus NRRL3357	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0001517	BGC0001517	Aspergillus terreus NIH2624 scaffold_14 genomic scaffold, whole genome shotgun sequence	NRPS	NRPS	Aspergillus terreus NIH2624	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0001518	BGC0001518	Aspergillus oryzae RIB40 DNA, chromosome 3	NRPS	NRPS	Aspergillus oryzae RIB40	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0001519	BGC0001519	Streptomyces aurantiacus JA 4570 Seq14, whole genome shotgun sequence	NRPS.T1PKS	PKS-NRP_Hybrids	Streptomyces aurantiacus JA 4570	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces aurantiacus group
BGC0001524	BGC0001524	Sulfurospirillum barnesii SES-3, complete genome	NRPS	NRPS	Sulfurospirillum barnesii SES-3	Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Sulfurospirillaceae,Sulfurospirillum
BGC0001527	BGC0001527	Gelatoporia subvermispora strain B siderophore synthetase (NPS2) gene, complete cds	NRPS	NRPS	Gelatoporia subvermispora	Eukaryota,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Polyporales,Gelatoporiaceae,Gelatoporia
BGC0001532	BGC0001532	Brevibacillus laterosporus strain DSM 25 bogorol gene cluster, complete sequence	NRPS.NRPS-like	NRPS	Brevibacillus laterosporus	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus
BGC0001536	BGC0001536	Brevibacillus laterosporus strain DSM 25 brevicidine gene cluster, complete sequence	NRPS	NRPS	Brevibacillus laterosporus	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus
BGC0001543	BGC0001543	Hahella chejuensis chejuenolide biosynthetic gene cluster, strain MB-1084	transAT-PKS.NRPS-like	PKS-NRP_Hybrids	Hahella chejuensis	Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Hahellaceae,Hahella
BGC0001544	BGC0001544	Aspergillus campestris IBT 28561 P168scaffold_1, whole genome shotgun sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids	Aspergillus campestris IBT 28561	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0001545	BGC0001545	Fusarium graminearum PH-1 chromosome 3, whole genome shotgun sequence	NRPS	NRPS	Fusarium graminearum PH-1	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium
BGC0001553	BGC0001553	Streptomyces sp. JV178 clifednamide biosynthetic gene cluster, complete sequence	NRPS.T1PKS	PKS-NRP_Hybrids	Streptomyces sp. JV178	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001556	BGC0001556	Streptomyces sp. strain S10 combamide biosynthetic gene cluster, complete sequence	NRPS.T1PKS	PKS-NRP_Hybrids	Streptomyces sp.	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001560	BGC0001560	Moorena producens JHB cryptomaldamide biosynthetic gene cluster, complete sequence	NRPS.T1PKS	PKS-NRP_Hybrids	Moorena producens JHB	Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Oscillatoriaceae,Moorena
BGC0001561	BGC0001561	Streptomyces curacoi strain DSM 40107 PRJNA299217_c028, whole genome shotgun sequence	NRPS	NRPS	Streptomyces curacoi	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
