BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
GD_ST_contig_18008730.region001	GD_ST_contig_18008730	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_18014914.region001	GD_ST_contig_18014914	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_18428783.region001	GD_ST_contig_18428783	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_18485771.region001	GD_ST_contig_18485771	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_18507502.region001	GD_ST_contig_18507502	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_18669066.region001	GD_ST_contig_18669066	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_19004469.region001	GD_ST_contig_19004469	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_19026638.region001	GD_ST_contig_19026638	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_19359730.region001	GD_ST_contig_19359730	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_19392178.region001	GD_ST_contig_19392178	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_19765.region001	GD_ST_contig_19765	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_19808437.region001	GD_ST_contig_19808437	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_20250391.region001	GD_ST_contig_20250391	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_20286499.region001	GD_ST_contig_20286499	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_20304514.region001	GD_ST_contig_20304514	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_20348932.region001	GD_ST_contig_20348932	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_20353755.region001	GD_ST_contig_20353755	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_20356636.region001	GD_ST_contig_20356636	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_20467069.region001	GD_ST_contig_20467069	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_20650205.region001	GD_ST_contig_20650205	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_2074677.region001	GD_ST_contig_2074677	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_21818734.region001	GD_ST_contig_21818734	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_22079974.region001	GD_ST_contig_22079974	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_22090633.region001	GD_ST_contig_22090633	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_22457531.region001	GD_ST_contig_22457531	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_22497510.region001	GD_ST_contig_22497510	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_22532998.region001	GD_ST_contig_22532998	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_22544323.region001	GD_ST_contig_22544323	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_22822877.region001	GD_ST_contig_22822877	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_23055210.region001	GD_ST_contig_23055210	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_23325546.region001	GD_ST_contig_23325546	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_23435660.region001	GD_ST_contig_23435660	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_23717224.region001	GD_ST_contig_23717224	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_24699229.region001	GD_ST_contig_24699229	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_25012253.region001	GD_ST_contig_25012253	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_25066875.region001	GD_ST_contig_25066875	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_25304043.region001	GD_ST_contig_25304043	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_25537572.region001	GD_ST_contig_25537572	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_25657692.region001	GD_ST_contig_25657692	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_25662104.region001	GD_ST_contig_25662104	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_25745521.region001	GD_ST_contig_25745521	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_26546309.region001	GD_ST_contig_26546309	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_2876290.region001	GD_ST_contig_2876290	Genus species strain strain	lassopeptide.terpene.RRE-containing	Others	Genus species Unclassified.	
GD_ST_contig_3046199.region002	GD_ST_contig_3046199	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_3400795.region001	GD_ST_contig_3400795	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_3421998.region001	GD_ST_contig_3421998	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_3432993.region001	GD_ST_contig_3432993	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_3582291.region001	GD_ST_contig_3582291	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_363363.region001	GD_ST_contig_363363	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_4188321.region001	GD_ST_contig_4188321	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_4258544.region001	GD_ST_contig_4258544	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_4414414.region001	GD_ST_contig_4414414	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_4494055.region001	GD_ST_contig_4494055	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_4717373.region001	GD_ST_contig_4717373	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_5022758.region001	GD_ST_contig_5022758	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_5643008.region001	GD_ST_contig_5643008	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_5690290.region001	GD_ST_contig_5690290	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_6045703.region001	GD_ST_contig_6045703	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_6423233.region001	GD_ST_contig_6423233	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_6923316.region001	GD_ST_contig_6923316	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_7096033.region001	GD_ST_contig_7096033	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_7333936.region001	GD_ST_contig_7333936	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_7343412.region001	GD_ST_contig_7343412	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_7833590.region001	GD_ST_contig_7833590	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_8230630.region001	GD_ST_contig_8230630	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_8379590.region001	GD_ST_contig_8379590	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_8457.region001	GD_ST_contig_8457	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_8548702.region001	GD_ST_contig_8548702	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_8575256.region001	GD_ST_contig_8575256	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_8841012.region001	GD_ST_contig_8841012	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_8949946.region001	GD_ST_contig_8949946	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_926628.region001	GD_ST_contig_926628	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_9385079.region001	GD_ST_contig_9385079	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_940676.region001	GD_ST_contig_940676	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_9445989.region001	GD_ST_contig_9445989	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_9457169.region001	GD_ST_contig_9457169	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_9633952.region001	GD_ST_contig_9633952	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_9687164.region001	GD_ST_contig_9687164	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_9962972.region001	GD_ST_contig_9962972	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_1014626.region001	GD_ZH_contig_1014626	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_10174615.region001	GD_ZH_contig_10174615	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_10222159.region001	GD_ZH_contig_10222159	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_10489669.region001	GD_ZH_contig_10489669	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_10780561.region001	GD_ZH_contig_10780561	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_10962864.region001	GD_ZH_contig_10962864	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_11009706.region001	GD_ZH_contig_11009706	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_11017393.region001	GD_ZH_contig_11017393	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_11168689.region001	GD_ZH_contig_11168689	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_1119230.region001	GD_ZH_contig_1119230	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_1135832.region001	GD_ZH_contig_1135832	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_11442072.region001	GD_ZH_contig_11442072	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_11519269.region001	GD_ZH_contig_11519269	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_12220709.region001	GD_ZH_contig_12220709	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_12231403.region001	GD_ZH_contig_12231403	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_12481806.region001	GD_ZH_contig_12481806	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_12515053.region001	GD_ZH_contig_12515053	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_12653850.region001	GD_ZH_contig_12653850	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_13124027.region001	GD_ZH_contig_13124027	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_13307720.region001	GD_ZH_contig_13307720	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_13593019.region001	GD_ZH_contig_13593019	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_13604567.region001	GD_ZH_contig_13604567	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_13860703.region001	GD_ZH_contig_13860703	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_14044023.region001	GD_ZH_contig_14044023	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_14125351.region001	GD_ZH_contig_14125351	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_14232818.region001	GD_ZH_contig_14232818	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_14237595.region001	GD_ZH_contig_14237595	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_14240901.region001	GD_ZH_contig_14240901	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_14515803.region001	GD_ZH_contig_14515803	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_14595262.region001	GD_ZH_contig_14595262	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_14872640.region001	GD_ZH_contig_14872640	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_15177757.region001	GD_ZH_contig_15177757	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_1520476.region001	GD_ZH_contig_1520476	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_15232623.region001	GD_ZH_contig_15232623	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_15265044.region001	GD_ZH_contig_15265044	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_15894211.region001	GD_ZH_contig_15894211	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_16389317.region001	GD_ZH_contig_16389317	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_16505061.region001	GD_ZH_contig_16505061	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_16570164.region001	GD_ZH_contig_16570164	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_1701722.region001	GD_ZH_contig_1701722	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_17031663.region001	GD_ZH_contig_17031663	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_17119965.region001	GD_ZH_contig_17119965	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_17292926.region001	GD_ZH_contig_17292926	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_17318865.region001	GD_ZH_contig_17318865	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_17416342.region001	GD_ZH_contig_17416342	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_17450497.region001	GD_ZH_contig_17450497	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_17467265.region001	GD_ZH_contig_17467265	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_17631723.region001	GD_ZH_contig_17631723	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_17645993.region001	GD_ZH_contig_17645993	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_17679228.region001	GD_ZH_contig_17679228	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_18025526.region001	GD_ZH_contig_18025526	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_18085957.region001	GD_ZH_contig_18085957	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_18194336.region001	GD_ZH_contig_18194336	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_18341506.region001	GD_ZH_contig_18341506	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_18342537.region001	GD_ZH_contig_18342537	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_18441054.region001	GD_ZH_contig_18441054	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_18611525.region001	GD_ZH_contig_18611525	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_18627055.region001	GD_ZH_contig_18627055	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_18629089.region001	GD_ZH_contig_18629089	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_19314293.region001	GD_ZH_contig_19314293	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_19378895.region001	GD_ZH_contig_19378895	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_19650699.region001	GD_ZH_contig_19650699	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_19756214.region001	GD_ZH_contig_19756214	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_19887330.region001	GD_ZH_contig_19887330	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_2016155.region001	GD_ZH_contig_2016155	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_20327016.region001	GD_ZH_contig_20327016	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_20327420.region001	GD_ZH_contig_20327420	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_20364717.region001	GD_ZH_contig_20364717	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_20449714.region001	GD_ZH_contig_20449714	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_20527129.region001	GD_ZH_contig_20527129	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_20662184.region001	GD_ZH_contig_20662184	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_20748211.region001	GD_ZH_contig_20748211	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_21039412.region001	GD_ZH_contig_21039412	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_21165519.region001	GD_ZH_contig_21165519	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_21717839.region001	GD_ZH_contig_21717839	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_21728907.region001	GD_ZH_contig_21728907	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_21794166.region001	GD_ZH_contig_21794166	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_21883798.region001	GD_ZH_contig_21883798	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_22239817.region001	GD_ZH_contig_22239817	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_22410638.region001	GD_ZH_contig_22410638	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_22417740.region001	GD_ZH_contig_22417740	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_22525735.region001	GD_ZH_contig_22525735	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_22547170.region001	GD_ZH_contig_22547170	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_22638239.region001	GD_ZH_contig_22638239	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_22690117.region001	GD_ZH_contig_22690117	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_22698699.region001	GD_ZH_contig_22698699	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_22985892.region001	GD_ZH_contig_22985892	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_23039459.region001	GD_ZH_contig_23039459	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_23166278.region001	GD_ZH_contig_23166278	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_23262796.region001	GD_ZH_contig_23262796	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_23395346.region001	GD_ZH_contig_23395346	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_23696060.region001	GD_ZH_contig_23696060	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_23708518.region001	GD_ZH_contig_23708518	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_23710922.region001	GD_ZH_contig_23710922	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_23919188.region001	GD_ZH_contig_23919188	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_23936501.region001	GD_ZH_contig_23936501	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_2435412.region001	GD_ZH_contig_2435412	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_24449911.region001	GD_ZH_contig_24449911	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_24485317.region001	GD_ZH_contig_24485317	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_24721652.region001	GD_ZH_contig_24721652	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_24932560.region001	GD_ZH_contig_24932560	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_25126939.region001	GD_ZH_contig_25126939	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_25175161.region001	GD_ZH_contig_25175161	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_25494421.region001	GD_ZH_contig_25494421	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_25649549.region001	GD_ZH_contig_25649549	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_25768545.region001	GD_ZH_contig_25768545	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_25789724.region001	GD_ZH_contig_25789724	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_25795230.region001	GD_ZH_contig_25795230	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_25819278.region001	GD_ZH_contig_25819278	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_26048322.region001	GD_ZH_contig_26048322	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_26393690.region001	GD_ZH_contig_26393690	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_26406781.region001	GD_ZH_contig_26406781	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_271760.region001	GD_ZH_contig_271760	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_2751721.region001	GD_ZH_contig_2751721	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_2772948.region001	GD_ZH_contig_2772948	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_3298716.region001	GD_ZH_contig_3298716	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_3488793.region001	GD_ZH_contig_3488793	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_3554310.region001	GD_ZH_contig_3554310	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_3798809.region001	GD_ZH_contig_3798809	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_3875571.region001	GD_ZH_contig_3875571	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_409310.region001	GD_ZH_contig_409310	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_410037.region001	GD_ZH_contig_410037	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_4124656.region001	GD_ZH_contig_4124656	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_4183313.region001	GD_ZH_contig_4183313	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_439913.region001	GD_ZH_contig_439913	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_4614422.region001	GD_ZH_contig_4614422	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_4738565.region001	GD_ZH_contig_4738565	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_4815040.region001	GD_ZH_contig_4815040	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_4963017.region001	GD_ZH_contig_4963017	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_5194704.region001	GD_ZH_contig_5194704	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_5213634.region001	GD_ZH_contig_5213634	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_5366161.region001	GD_ZH_contig_5366161	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_5393231.region001	GD_ZH_contig_5393231	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_5459268.region001	GD_ZH_contig_5459268	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_5560556.region001	GD_ZH_contig_5560556	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_5797148.region001	GD_ZH_contig_5797148	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_6062106.region001	GD_ZH_contig_6062106	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_6084817.region001	GD_ZH_contig_6084817	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_6186662.region001	GD_ZH_contig_6186662	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_6479832.region001	GD_ZH_contig_6479832	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_6815032.region001	GD_ZH_contig_6815032	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_6901686.region001	GD_ZH_contig_6901686	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_690738.region001	GD_ZH_contig_690738	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_6925430.region001	GD_ZH_contig_6925430	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_7411282.region001	GD_ZH_contig_7411282	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_7538123.region001	GD_ZH_contig_7538123	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_7573842.region001	GD_ZH_contig_7573842	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_7615084.region001	GD_ZH_contig_7615084	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_7896429.region001	GD_ZH_contig_7896429	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_7996764.region001	GD_ZH_contig_7996764	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_81338.region001	GD_ZH_contig_81338	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_8188183.region001	GD_ZH_contig_8188183	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
