BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
BGC0001108	BGC0001108	Symbiont bacterium of Paederus fuscipes putative isocitrate dehydrogenase kinase/phosphatase gene, partial cds; and putative dioxygenase, putative pederin biosynthesis mixed type I polyketide synthase/nonribosomal peptide synthetase gene cluster, hypothetical protein, putative RNA methylase, hypothetical protein, and putative aldehyde dehydrogenase genes, complete cds	NRPS.transAT-PKS	PKS-NRP_Hybrids	symbiont bacterium of Paederus fuscipes Bacteria.	
BGC0001109	BGC0001109	Novel Gene Cluster of Pederin Biosynthesis Genes	NRPS.transAT-PKS	PKS-NRP_Hybrids	unidentified unclassified sequences.	
BGC0001110	BGC0001110	Uncultured bacterium psy1 psymberin biosynthetic gene cluster, partial sequence	NRPS.transAT-PKS.PKS-like.prodigiosin	PKS-NRP_Hybrids	uncultured bacterium psy1	Bacteria,environmental samples
BGC0001111	BGC0001111	Stigmatella aurantiaca rhizopodin biosynthetic gene cluster, strain Sg a15	NRPS-like.NRPS.transAT-PKS	PKS-NRP_Hybrids	Stigmatella aurantiaca Sg a15	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Archangiaceae,Stigmatella
BGC0001112	BGC0001112	Burkholderia rhizoxina rhizoxin operon (rhiIGABCDHEF genes), strain B1	NRPS-like.transAT-PKS	PKS-NRP_Hybrids	Mycetohabitans rhizoxinica	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Mycetohabitans
BGC0001113	BGC0001113	Burkholderia sp. FERM BP-3421 spliceostatin/FR901464 biosynthetic gene cluster, complete sequence	NRPS.transAT-PKS.PKS-like	PKS-NRP_Hybrids	Burkholderia sp. FERM BP-3421	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
BGC0001114	BGC0001114	Burkholderia thailandensis strain MSMB43 putative transcriptional regulator, putative alkyl hydroperoxide reductase subunit F, putative alkyl hydroperoxide reductase subunit C, TstA (tstA), TstC (tstC), TstDEF (tstDEF), TstGH (tstGH), TstI (tstI), TstJ (tstJ), TstK (tstK), TstL (tstL), TstM (tstM), TstN (tstN), TstO (tstO), TstB (tstB), TstR (tstR), TstQ (tstQ), TstP (tstP), TrpC indole-3-glycerol phosphate synthase, and ExoU type III effector protein genes, complete cds	NRPS.transAT-PKS.PKS-like	PKS-NRP_Hybrids	Burkholderia thailandensis	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,pseudomallei group
BGC0001115	BGC0001115	Pseudoalteromonas sp. SANK 73390 plasmid pTML1 carrying thiomarinol biosynthesis cluster	NRPS.transAT-PKS.T3PKS.PKS-like	PKS-NRP_Hybrids	Pseudoalteromonas sp. SANK 73390	Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
BGC0001116	BGC0001116	Streptomyces virginiae virginiamycin synthetic gene cluster (visF, visE, vmsT, virN, virM, vmsS, varL, virK, virJ, virI, virH, virG, virF, virE, virD, virC, virB, virA), partial and complete cds	NRPS.transAT-PKS.PKS-like	PKS-NRP_Hybrids	Streptomyces virginiae	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001117	BGC0001117	Streptomyces himastatinicus ATCC 53653 himastatin biosynthesis gene cluster	NRPS-like.NRPS	NRPS	Streptomyces himastatinicus ATCC 53653	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces violaceusniger group
BGC0001118	BGC0001118	Aspergillus fumigatus Af293 chromosome 4, whole genome shotgun sequence	T1PKS	PKSI	Aspergillus fumigatus Af293	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Fumigati
BGC0001119	BGC0001119	Streptomyces sp. HKI0576 divergolide biosynthetic gene cluster	NRPS-like.T1PKS	PKS-NRP_Hybrids	Streptomyces sp. HKI0576	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001122	BGC0001122	Aspergillus terreus NIH2624 scaffold_1 genomic scaffold, whole genome shotgun sequence	NRPS.T1PKS	PKS-NRP_Hybrids	Aspergillus terreus NIH2624	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0001123	BGC0001123	Aspergillus oryzae RIB40 DNA, SC001	NRPS	NRPS	Aspergillus oryzae RIB40	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0001124	BGC0001124	Aspergillus niger ATCC 1015, whole genome shotgun sequence	T1PKS	PKSI	Aspergillus niger ATCC 1015	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0001125	BGC0001125	Cylindrospermum alatosporum CCALA 988 ORF1 (orf1) gene, complete cds; and puw gene cluster, complete sequence	NRPS.T1PKS	PKS-NRP_Hybrids	Cylindrospermum alatosporum CCALA 988	Bacteria,Cyanobacteria,Nostocales,Nostocaceae,Cylindrospermum
BGC0001126	BGC0001126	Fischerella ambigua UTEX 1903 ambiguine biosynthetic gene cluster, complete sequence	other	Others	Fischerella ambigua UTEX 1903	Bacteria,Cyanobacteria,Nostocales,Hapalosiphonaceae,Fischerella
BGC0001127	BGC0001127	Janthinobacterium agaricidamnosum jagaricin biosynthesis locus, strain DSM 9628	NRPS	NRPS	Janthinobacterium agaricidamnosum	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium
BGC0001128	BGC0001128	Photorhabdus luminescens subsp. laumondii TTO1 complete genome	NRPS	NRPS	Photorhabdus laumondii subsp. laumondii TTO1	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Photorhabdus
BGC0001130	BGC0001130	Xenorhabdus budapestensis strain DSM 16342 Xbud_14, whole genome shotgun sequence	hglE-KS.NRPS.T1PKS.PUFA	Others	Xenorhabdus budapestensis	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus
BGC0001131	BGC0001131	Xenorhabdus miraniensis strain DSM 17902 Xmir_5, whole genome shotgun sequence	NRPS	NRPS	Xenorhabdus miraniensis	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus
BGC0001132	BGC0001132	Xenorhabdus nematophila ATCC 19061 chromosome, complete genome	NRPS	NRPS	Xenorhabdus nematophila ATCC 19061	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus
BGC0001133	BGC0001133	Xenorhabdus bovienii SS-2004 chromosome, complete genome	NRPS	NRPS	Xenorhabdus bovienii SS-2004	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus
BGC0001135	BGC0001135	Xenorhabdus budapestensis NrpS (nrpS) gene, partial cds	NRPS	NRPS	Xenorhabdus budapestensis	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus
BGC0001136	BGC0001136	Beauveria bassiana strain 992.05 desmethylbassianin biosynthetic gene cluster, partial sequence	NRPS.T1PKS	PKS-NRP_Hybrids	Beauveria bassiana	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Cordycipitaceae,Beauveria
BGC0001137	BGC0001137	Marinactinospora thermotolerans strain SCSIO 00652 marinacarbolines gene cluster, complete sequence		Others	Marinactinospora thermotolerans	Bacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Marinactinospora
BGC0001138	BGC0001138	Marinactinospora thermotolerans strain SCSIO 00652 A201A biosynthetic gene cluster, complete sequence		Others	Marinactinospora thermotolerans	Bacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Marinactinospora
BGC0001140	BGC0001140	Streptomyces platensis strain MA7327 platensimycin-platencin gene cluster, complete sequence		Others	Streptomyces platensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001141	BGC0001141	Penicillium brefeldianum strain ATCC 58665 putative F-box domain protein, thiohydrolase, putative cytochrome P450s, HRPKS, putative large tegument protein UL36, putative WD-40 protein, and putative kinesin genes, complete cds	T1PKS	PKSI	Penicillium brefeldianum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0001142	BGC0001142	Penicillium aethiopicum strain IBT 5753 hypothetical protein genes, complete cds; tryptoquialanine biosynthetic gene cluster, complete sequence; and hypothetical protein, putative RTA1-like transmembrane protein, putative Zn2Cys6 transcription factor, and hypothetical proteins genes, complete cds	NRPS	NRPS	Penicillium aethiopicum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0001143	BGC0001143	Aspergillus niger ATCC 1015, whole genome shotgun sequence	T1PKS	PKSI	Aspergillus niger ATCC 1015	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0001144	BGC0001144	Trichophyton tonsurans CBS 112818 genomic scaffold supercont1.45, whole genome shotgun sequence	T1PKS.indole	Others	Trichophyton tonsurans CBS 112818	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,Arthrodermataceae,Trichophyton
BGC0001145	BGC0001145	Streptomyces mobaraensis NBRC 13819 = DSM 40847 contig028, whole genome shotgun sequence	thiopeptide.LAP	RiPPs	Streptomyces mobaraensis NBRC 13819 = DSM 40847	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001146	BGC0001146	Streptomyces sp. NRRL WC-3908 thiazole synthase (ctmI), dehydrogenase (ctmB), precursor peptide (ctmA), cyclodehydratase (ctmD), dehydratase (ctmE), dehydratase (ctmF), and LuxR regulatory protein (luxR) genes, complete cds	thiopeptide.LAP	RiPPs	Streptomyces sp. NRRL WC-3908	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001147	BGC0001147	Streptomyces netropsis distamycin, disgocidine and congocidine biosynthetic gene cluster 1, complete sequence	NRPS	NRPS	Streptomyces netropsis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001148	BGC0001148	Streptomyces cirratus DNA, pheganomycin biosynthetic gene cluster, strain: MD227-A9	RiPP-like.guanidinotides.T3PKS	Others	Streptomyces cirratus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001149	BGC0001149	Pseudomonas sp. SHC52 WGS project CBLV00000000 data, strain SHC52, contig 1_49, whole genome shotgun sequence	NRPS	NRPS	Pseudomonas sp. SHC52	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0001150	BGC0001150	Streptomyces alboniger strain DSM 40043 TetR family transcription regulator (pamR2), drug resistance transporter, EmrB/QacA family (pamW), acyl-carrier protein (pamC), Ketoacyl-acyl carrier protein synthase III (pamG), Ketoacyl-acyl carrier protein synthase II (pamF), Ketoacyl-acyl carrier protein synthase II (pamA), 3-ketoacid (adipate/glutaconate) CoA transferase (pamB), Ketoacyl-acyl carrier protein synthase III (pamD), Ketoacyl-acyl carrier protein synthase III (pamE), Ketoacyl-(acyl-carrier-protein) reductase (pamO), Ketoacyl-acyl carrier protein synthase III (pamK), Ketoacyl-acyl carrier protein synthase II (pamJ), Ketoacyl-(acyl-carrier-protein) reductase (pamM), Ketoacyl-(acyl-carrier-protein) reductase (pamN), Hydroxyl acids CoA ligase (pamL), Metal-dependent hydrolase (resistance) (pamH), Aminotransferase (pamX), Methyltransferase (pamY), Enoyl-CoA hydratase (pamS), and Response regulator LuxR family (pamR1) genes, complete cds		Others	Streptomyces alboniger	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces aurantiacus group
BGC0001151	BGC0001151	Streptomyces antibioticus strain Tu 1718 clone 6J11 genomic sequence	blactam	Others	Streptomyces antibioticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001152	BGC0001152	Paenibacillus polymyxa strain PKB1 glutamine amidotransferase (gat), 4-amino-4-deoxychorismate lyase (adl), dihydropteroate synthase (dps), dihydroneopterin aldolase (dna), 2-amino,4-hydroxy,6-hydroxymethyldihydropteridine pyrophosphokinase (hpk), transcription regulator (xre), tRNA-dihydrouridine synthase (dus), transcription elongation factor (greA), lysyl-tRNA synthetase (lysRS), K+ uptake transporter (ktp), YmcC (ymcC), enoyl-acyl carrier protein reductase (fusG), acyl-CoA ligase (fusF), aldehyde dehydrogenase (fusE), acetolactate synthase large subunit (fusD), 3-oxoacyl-acyl carrier protein synthase (fusC), (3R)-hydroxymyristoyl-acyl carrier protein dehydratase (fusB), fusaricidin synthetase (fusA), and alpa/beta hydrolase-thioesterase (fusTE) genes, complete cds; 16S ribosomal RNA and 23S ribosomal RNA genes, complete sequence; inosine 5' monophosphate dehydrogenase (guaB), D-ala-D-ala carboxypeptidase (dac), pyridoxal-5-P synthase (pdxS), glutamine amidotransferase subunit (pdxT), seryl tRNA synthetase (serS), lysR family transcription regulator, and NAD binding D-isomer specific 2-hydroxyacid dehydrogenase genes, complete cds; and hypothetical protein gene, partial cds	NRPS	NRPS	Paenibacillus polymyxa	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
BGC0001153	BGC0001153	Paenibacillus polymyxa strain PKB1 PmxA (pmxA), PmxB (pmxB), PmxC (pmxC), PmxD (pmxD), PmxE (pmxE), and hypothetical protein genes, complete cds	NRPS	NRPS	Paenibacillus polymyxa	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
BGC0001154	BGC0001154	Catenulispora acidiphila DSM 44928 chromosome, complete genome	aminocoumarin	Others	Catenulispora acidiphila DSM 44928	Bacteria,Actinobacteria,Catenulisporales,Catenulisporaceae,Catenulispora
BGC0001155	BGC0001155	Planobispora rosea strain ATCC 53733 DNA-directed RNA polymerase, beta' subunit (rpoC) and hypothetical protein genes, complete cds; GE2270 biosynthesis gene cluster, complete sequence; and S10P (rpsJ), L3P (rplC), L4P (rplD), L23P (rplW), L2P (rplB), S19P (rpsS), L22P (rpsV), S3P (rpsC), L16P (rplP), L29P (rpmC), S17P (rpsQ), L14P (rplN), L24P (rplX), L5P (rplE), S14P (rpsN), S8P (rpsH), L6P (rplF), L18P (rplR), S5P (rpsE), L30P (rpmD), L15P (rplO), and preprotein translocase subunit SecY (secY) genes, complete cds	thiopeptide.LAP	RiPPs	Planobispora rosea	Bacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Planobispora
BGC0001156	BGC0001156	Streptomyces platensis strain MA7339 ptn gene cluster, complete sequence; and unknown genes		Others	Streptomyces platensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001157	BGC0001157	Streptomyces scabiei 87.22 complete genome	RiPP-like.bottromycin	RiPPs	Streptomyces scabiei 87.22	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001159	BGC0001159	Streptomyces sp. CNQ-418 mpy gene cluster, complete sequence	T1PKS	PKSI	Streptomyces sp. CNQ-418	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001160	BGC0001160	Synechococcus sp. PCC 7002, complete genome	NRPS-like.T1PKS	PKS-NRP_Hybrids	Synechococcus sp. PCC 7002	Bacteria,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,unclassified Synechococcus
BGC0001161	BGC0001161	Moorea bouillonii PNG5-198 fatty acyl ACP ligase and polyketide synthase genes, complete cds	NRPS-like.T1PKS	PKS-NRP_Hybrids	Moorena bouillonii PNG	Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Oscillatoriaceae,Moorena
BGC0001162	BGC0001162	Moorea producens JHB fatty acyl ACP ligase and polyketide synthase genes, complete cds	NRPS-like.T1PKS	PKS-NRP_Hybrids	Moorena producens JHB	Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Oscillatoriaceae,Moorena
BGC0001163	BGC0001163	Lyngbya majuscula 3L genomic scaffold scf45985, whole genome shotgun sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids	Moorena producens 3L	Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Oscillatoriaceae,Moorena
BGC0001164	BGC0001164	Cyanothece sp. PCC 7822, complete genome	NRPS-like.T1PKS	PKS-NRP_Hybrids	Gloeothece verrucosa PCC 7822	Bacteria,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Aphanothecaceae,Gloeothece,Gloeothece verrucosa
BGC0001165	BGC0001165	Lyngbya majuscula strain 19L curacin biosynthesis gene cluster, complete sequence	NRPS.T1PKS.T3PKS.PKS-like	PKS-NRP_Hybrids	Lyngbya majuscula	Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Oscillatoriaceae,Lyngbya
BGC0001166	BGC0001166	Alternaria jesenskae HC-toxin synthetase (HTS1) mRNA, complete cds	NRPS	NRPS	Alternaria jesenskae	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Alternaria
BGC0001167	BGC0001167	Microcystis aeruginosa PCC 7005 piricyclamide precursor (pirE2) gene, partial cds; piricyclamide precursor (pirE3), putative prenyl transferase (pirF), hypothetical proteins, N-terminal cyanobactin protease (pirA), hypothetical protein (pirB), hypothetical protein (pirC), piricyclamide precursor (pirE4), and hypothetical protein genes, complete cds; and C-terminal cyanoabactin protease (pirG) gene, partial cds	cyanobactin	RiPPs	Microcystis aeruginosa PCC 7005	Bacteria,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Microcystaceae,Microcystis
BGC0001169	BGC0001169	Streptomyces sp. SCSIO 03032 piericidin A1 biosynthetic gene cluster, complete sequence	T1PKS	PKSI	Streptomyces marincola	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001170	BGC0001170	Clostridium sporogenes ATCC 15579 Scfld_02_1 genomic scaffold, whole genome shotgun sequence	LAP	RiPPs	Clostridium sporogenes ATCC 15579	Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium
BGC0001171	BGC0001171	Listeria monocytogenes str. 4b F2365, complete genome	LAP	RiPPs	Listeria monocytogenes serotype 4b str. F2365	Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria
BGC0001172	BGC0001172	Streptomyces sp. CNH-287 clz gene cluster, complete sequence	T1PKS	PKSI	Streptomyces sp. CNH287	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001173	BGC0001173	Bacillus pumilus ATCC 7061 BAT.Contig118, whole genome shotgun sequence	RRE-containing.LAP	RiPPs	Bacillus pumilus ATCC 7061	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
BGC0001174	BGC0001174	Corynebacterium urealyticum DSM 7111, complete genome	RRE-containing.LAP	RiPPs	Corynebacterium urealyticum DSM 7111	Bacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
BGC0001177	BGC0001177	Streptomyces bottropensis strain Goe C4/4 cos2-msn gene cluster, partial sequence	T2PKS	PKSother	Streptomyces bottropensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001178	BGC0001178	Actinoplanes sp. ATCC 53533 UK-68,597 biosynthetic gene cluster, complete sequence	NRPS.T3PKS	PKS-NRP_Hybrids	Actinoplanes sp. ATCC 53533	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes,unclassified Actinoplanes
BGC0001179	BGC0001179	Streptomyces bottropensis strain Goe C4/4 cos4-rsl gene cluster, complete sequence	T2PKS.PKS-like	PKSother	Streptomyces bottropensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001182	BGC0001182	Chaetomium globosum CBS 148.51 scaffold_1 genomic scaffold, whole genome shotgun sequence	NRPS.T1PKS	PKS-NRP_Hybrids	Chaetomium globosum CBS 148.51	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,Chaetomium
BGC0001183	BGC0001183	Streptomyces sp. FXJ7.023 lobophorin biosynthetic gene cluster, complete sequence	T3PKS.NRPS.T1PKS.NRPS-like.oligosaccharide	Others	Streptomyces sp. FXJ7.023	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001184	BGC0001184	Bacillus amyloliquefaciens subsp. plantarum str. FZB42, complete genome	other	Others	Bacillus velezensis FZB42	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus amyloliquefaciens group
BGC0001185	BGC0001185	Bacillus amyloliquefaciens subsp. plantarum str. FZB42, complete genome	NRPS	NRPS	Bacillus velezensis FZB42	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus amyloliquefaciens group
BGC0001186	BGC0001186	Candidatus Entotheonella sp. (ex. Theonella swinhoei) misakinolide gene cluster, complete sequence	transAT-PKS.T3PKS	PKSother	Candidatus Entotheonella serta	Bacteria,Nitrospinae/Tectomicrobia group,Candidatus Tectomicrobia,Candidatus Entotheonella
BGC0001187	BGC0001187	Glarea lozoyensis strain ATCC 20868 glpks3/glnrps7 operon, complete sequence	NRPS.T1PKS	PKS-NRP_Hybrids	Glarea lozoyensis	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Helotiales,Helotiaceae,Glarea
BGC0001188	BGC0001188	Streptomyces sp. CT34 Scaffold1, whole genome shotgun sequence	linaridin	RiPPs	Streptomyces sp. CT34	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001189	BGC0001189	Cupriavidus taiwanensis str. LMG19424 chromosome 2, complete genome	NRPS	NRPS	Cupriavidus taiwanensis LMG 19424	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus
BGC0001190	BGC0001190	Fusarium verticillioides 7600 chromosome 3, whole genome shotgun sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids	Fusarium verticillioides 7600	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium fujikuroi species complex
BGC0001191	BGC0001191	Amycolatopsis sp. SANK 60206 A-102395 biosynthetic gene cluster, complete sequence	blactam	Others	Amycolatopsis sp. SANK 60206	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,unclassified Amycolatopsis
BGC0001192	BGC0001192	Paenibacillus alvei colistin (polymyxin E1 & E2) biosynthetic gene cluster, complete sequence	NRPS	NRPS	Paenibacillus alvei	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
BGC0001193	BGC0001193	Saccharothrix algeriensis strain NRRL B-24137 dithiolopyrrolone biosynthesis gene cluster, complete sequence	NRPS	NRPS	Saccharothrix algeriensis	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharothrix
BGC0001194	BGC0001194	Streptomyces scabrisporus DNA, hitachimycin biosynthetic genes, strain: JCM 11712	T1PKS	PKSI	Embleya scabrispora	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Embleya
BGC0001195	BGC0001195	Nocardiopsis sp. CMB-M0232 nocardiopsin biosynthetic gene cluster, complete sequence	NRPS.T1PKS	PKS-NRP_Hybrids	Nocardiopsis sp. CMB-M0232	Bacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Nocardiopsis,unclassified Nocardiopsis
BGC0001196	BGC0001196	Streptomyces scopuliridis strain SCSIO ZJ46 desotamide gene cluster, complete sequence	NRPS	NRPS	Streptomyces scopuliridis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001197	BGC0001197	Frankia sp. EAN1pec, complete genome	T2PKS	PKSother	Frankia sp. EAN1pec	Bacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,unclassified Frankia
BGC0001199	BGC0001199	Streptomyces sp. NBRC 109706 DNA, contig: scaffold00008, whole genome shotgun sequence	T1PKS	PKSI	Streptomyces sp. NBRC 109706	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001200	BGC0001200	Streptomyces sp. NBRC 109706 DNA, contig: scaffold00001, whole genome shotgun sequence	T1PKS	PKSI	Streptomyces sp. NBRC 109706	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001202	BGC0001202	Uncultured bacterium AR_412 landepoxcin biosynthetic gene cluster, complete sequence	NRPS-like.NRPS.T1PKS	PKS-NRP_Hybrids	uncultured bacterium AR_412	Bacteria,environmental samples
BGC0001203	BGC0001203	Uncultured bacterium AR_456 clarepoxcin biosynthetic gene cluster, complete sequence	NRPS.T1PKS	PKS-NRP_Hybrids	uncultured bacterium AR_456	Bacteria,environmental samples
BGC0001204	BGC0001204	Streptomyces versipellis DNA, strain: 4083-SVS6, Vst biosynthetic gene cluster	T1PKS	PKSI	Streptomyces versipellis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001205	BGC0001205	Penicillium expansum strain d1 contig72, whole genome shotgun sequence	T1PKS.indole	Others	Penicillium expansum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0001206	BGC0001206	Streptomyces griseus subsp. griseus strain ATCC 12648 indolmycin biosynthetic gene cluster, complete sequence; and Ind0 (ind0) gene, complete cds		Others	Streptomyces griseus subsp. griseus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001207	BGC0001207	Eleftheria terrae teixobactin gene cluster, complete sequence	NRPS	NRPS	Eleftheria terrae	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Eleftheria
BGC0001210	BGC0001210	Bacillus pseudomycoides DSM 12442 chromosome, whole genome shotgun sequence	lanthipeptide-class-ii	RiPPs	Bacillus pseudomycoides DSM 12442	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus group
BGC0001211	BGC0001211	Amycolatopsis alba DSM 44262 scaffold1, whole genome shotgun sequence	NRPS	NRPS	Amycolatopsis alba DSM 44262	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
BGC0001212	BGC0001212	Nannocystis sp. MB1016 nannocystin gene cluster, complete sequence	NRPS.T1PKS	PKS-NRP_Hybrids	Nannocystis sp. MB1016	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystineae,Nannocystaceae,Nannocystis,unclassified Nannocystis
