mOTU ID	BGC	GTDB taxonomy
GD_ST_bin_50	GD_ST_contig_11447962.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Aestuariivirgaceae;g__Anderseniella;s__
GD_ST_bin_50	GD_ST_contig_14122494.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Aestuariivirgaceae;g__Anderseniella;s__
GD_ST_bin_50	GD_ST_contig_17505172.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Aestuariivirgaceae;g__Anderseniella;s__
GD_ST_bin_50	GD_ST_contig_26546309.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Aestuariivirgaceae;g__Anderseniella;s__
GD_ST_bin_52	GD_ST_contig_8457.region001	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Robertkochia;s__
GD_ST_bin_52	GD_ST_contig_20467069.region001	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Robertkochia;s__
GD_ST_bin_53	GD_ST_contig_17334005.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__J153;g__;s__
GD_ST_bin_53	GD_ST_contig_11014047.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__J153;g__;s__
GD_ST_bin_53	GD_ST_contig_12460966.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__J153;g__;s__
GD_ST_bin_53	GD_ST_contig_22825983.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__J153;g__;s__
GD_ST_bin_53	GD_ST_contig_193495.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__J153;g__;s__
GD_ST_bin_56	GD_ST_contig_3701991.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__IMCC34051;s__
GD_ST_bin_56	GD_ST_contig_3432993.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__IMCC34051;s__
GD_ST_bin_56	GD_ST_contig_16796845.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__IMCC34051;s__
GD_ST_bin_57	GD_ST_contig_5463286.region001	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__UBA5189;s__
GD_ST_bin_57	GD_ST_contig_14471378.region001	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__UBA5189;s__
GD_ST_bin_5	GD_ST_contig_23971624.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__J153;g__;s__
GD_ST_bin_5	GD_ST_contig_15657146.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__J153;g__;s__
GD_ST_bin_5	GD_ST_contig_5704808.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__J153;g__;s__
GD_ST_bin_5	GD_ST_contig_15046968.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__J153;g__;s__
GD_ST_bin_5	GD_ST_contig_10729958.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__J153;g__;s__
GD_ST_bin_5	GD_ST_contig_19446025.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__J153;g__;s__
GD_ST_bin_5	GD_ST_contig_22097523.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__J153;g__;s__
GD_ST_bin_47	GD_ST_contig_7023274.region001	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcoleaceae;g__;s__
GD_ST_bin_47	GD_ST_contig_2368456.region001	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcoleaceae;g__;s__
GD_ST_bin_47	GD_ST_contig_10718290.region001	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcoleaceae;g__;s__
GD_ST_bin_47	GD_ST_contig_4738984.region001	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcoleaceae;g__;s__
GD_ST_bin_47	GD_ST_contig_3759909.region001	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcoleaceae;g__;s__
GD_ST_bin_47	GD_ST_contig_1098416.region001	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcoleaceae;g__;s__
GD_ST_bin_47	GD_ST_contig_1562733.region001	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcoleaceae;g__;s__
GD_ST_bin_47	GD_ST_contig_8863659.region001	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcoleaceae;g__;s__
GD_ST_bin_47	GD_ST_contig_23865847.region001	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcoleaceae;g__;s__
GD_ST_bin_47	GD_ST_contig_5910882.region001	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcoleaceae;g__;s__
GD_ST_bin_47	GD_ST_contig_18289324.region001	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcoleaceae;g__;s__
GD_ST_bin_58	GD_ST_contig_9363329.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__;s__
GD_ST_bin_58	GD_ST_contig_15061959.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__;s__
GD_ST_bin_58	GD_ST_contig_2142516.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__;s__
GD_ST_bin_58	GD_ST_contig_3250876.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__;s__
GD_ST_bin_58	GD_ST_contig_5235024.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__;s__
GD_ST_bin_68	GD_ST_contig_19854287.region001	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__UBA5794;f__UBA5794;g__SZUA-442;s__
GD_ST_bin_66	GD_ST_contig_337562.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SMXP01;f__SMXP01;g__;s__
GD_ST_bin_61	GD_ST_contig_17799470.region001	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__QNYL01;s__
GD_ST_bin_64	GD_ST_contig_14718514.region001	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Lewinella;s__
GD_ST_bin_64	GD_ST_contig_11407021.region001	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Lewinella;s__
GD_ST_bin_64	GD_ST_contig_22457531.region001	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Lewinella;s__
GD_ST_bin_64	GD_ST_contig_15171645.region001	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Lewinella;s__
GD_ST_bin_65	GD_ST_contig_20789739.region001	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__QHBO01;f__QHBO01;g__;s__
GD_ST_bin_65	GD_ST_contig_10637286.region001	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__QHBO01;f__QHBO01;g__;s__
GD_ST_bin_69	GD_ST_contig_22497510.region001	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__;s__
GD_ST_bin_6	GD_ST_contig_23717224.region001	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Algibacter_D;s__
GD_ST_bin_74	GD_ST_contig_1674616.region001	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__UBA5794;f__UBA5794;g__;s__
GD_ST_bin_72	GD_ST_contig_6033701.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__SZUA-117;s__
GD_ST_bin_72	GD_ST_contig_21142358.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__SZUA-117;s__
GD_ST_bin_78	GD_ST_contig_12828867.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__CECT-8803;g__Limibacillus;s__
GD_ST_bin_78	GD_ST_contig_926628.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__CECT-8803;g__Limibacillus;s__
GD_ST_bin_78	GD_ST_contig_12285042.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__CECT-8803;g__Limibacillus;s__
GD_ST_bin_82	GD_ST_contig_14793687.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__JABDJL01;s__
GD_ST_bin_82	GD_ST_contig_13167940.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__JABDJL01;s__
GD_ST_bin_82	GD_ST_contig_24961168.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__JABDJL01;s__
GD_ST_bin_75	GD_ST_contig_25976314.region001	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcoleaceae;g__;s__
GD_ST_bin_75	GD_ST_contig_23315396.region001	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcoleaceae;g__;s__
GD_ST_bin_75	GD_ST_contig_17668215.region001	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcoleaceae;g__;s__
GD_ST_bin_75	GD_ST_contig_18999723.region001	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcoleaceae;g__;s__
GD_ST_bin_75	GD_ST_contig_21715399.region001	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcoleaceae;g__;s__
GD_ST_bin_75	GD_ST_contig_26048483.region001	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcoleaceae;g__;s__
GD_ST_bin_75	GD_ST_contig_8086298.region001	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcoleaceae;g__;s__
GD_ST_bin_75	GD_ST_contig_3115199.region001	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcoleaceae;g__;s__
GD_ST_bin_75	GD_ST_contig_23778017.region001	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcoleaceae;g__;s__
GD_ST_bin_75	GD_ST_contig_16808951.region001	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcoleaceae;g__;s__
GD_ST_bin_75	GD_ST_contig_20839314.region001	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcoleaceae;g__;s__
GD_ST_bin_75	GD_ST_contig_12181032.region001	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcoleaceae;g__;s__
GD_ST_bin_75	GD_ST_contig_9900165.region001	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcoleaceae;g__;s__
GD_ST_bin_75	GD_ST_contig_1276129.region001	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcoleaceae;g__;s__
GD_ST_bin_75	GD_ST_contig_8949946.region001	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcoleaceae;g__;s__
GD_ST_bin_86	GD_ST_contig_17085640.region001	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA11579;g__UBA11579;s__
GD_ST_bin_7	GD_ST_contig_12445915.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Bin65;f__Bin65;g__;s__
GD_ST_bin_7	GD_ST_contig_8458718.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Bin65;f__Bin65;g__;s__
GD_ST_bin_7	GD_ST_contig_4494055.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Bin65;f__Bin65;g__;s__
GD_ST_bin_7	GD_ST_contig_15235344.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Bin65;f__Bin65;g__;s__
GD_ST_bin_7	GD_ST_contig_10589680.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Bin65;f__Bin65;g__;s__
GD_ST_bin_7	GD_ST_contig_1953007.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Bin65;f__Bin65;g__;s__
GD_ST_bin_85	GD_ST_contig_5680384.region001	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira_F;s__
GD_ST_bin_85	GD_ST_contig_20014836.region001	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira_F;s__
GD_ST_bin_85	GD_ST_contig_20418773.region001	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira_F;s__
GD_ST_bin_85	GD_ST_contig_12085019.region001	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira_F;s__
GD_ST_bin_85	GD_ST_contig_11595524.region001	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira_F;s__
GD_ST_bin_88	GD_ST_contig_1722903.region001	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__SS1-B-03-39;f__UBA6053;g__UBA6053;s__
GD_ST_bin_89	GD_ST_contig_3421998.region001	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__SLOV01;f__;g__;s__
GD_ST_bin_89	GD_ST_contig_9801551.region001	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__SLOV01;f__;g__;s__
GD_ST_bin_91	GD_ST_contig_25662104.region001	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__;s__
GD_ST_bin_91	GD_ST_contig_16569042.region001	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__;s__
GD_ST_bin_87	GD_ST_contig_8379590.region001	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__WVYX01;s__
GD_ST_bin_87	GD_ST_contig_16912096.region001	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__WVYX01;s__
GD_ST_bin_87	GD_ST_contig_20286499.region001	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__WVYX01;s__
GD_ST_bin_93	GD_ST_contig_22637049.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__JABSSC01;s__
GD_ST_bin_93	GD_ST_contig_24329831.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__JABSSC01;s__
GD_ST_bin_93	GD_ST_contig_10025175.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__JABSSC01;s__
GD_ST_bin_93	GD_ST_contig_17700611.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__JABSSC01;s__
GD_ST_bin_93	GD_ST_contig_12711876.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__JABSSC01;s__
GD_ST_bin_93	GD_ST_contig_19718371.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__JABSSC01;s__
GD_ST_bin_93	GD_ST_contig_22523714.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__JABSSC01;s__
GD_ST_bin_94	GD_ST_contig_22966730.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Erythrobacter;s__
GD_ST_bin_94	GD_ST_contig_7343412.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Erythrobacter;s__
GD_ST_bin_95	GD_ST_contig_5764066.region001	d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__Silvanigrellales;f__;g__;s__
GD_ZH_bin_100	GD_ZH_contig_6084817.region001	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__SZUA-320;s__
GD_ST_bin_97	GD_ST_contig_5690290.region001	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__QQUY01;s__
GD_ST_bin_97	GD_ST_contig_3400795.region001	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__QQUY01;s__
GD_ST_bin_97	GD_ST_contig_3196150.region001	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__QQUY01;s__
GD_ST_bin_97	GD_ST_contig_7512218.region001	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__QQUY01;s__
GD_ST_bin_9	GD_ST_contig_13661075.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__J153;g__;s__
GD_ST_bin_9	GD_ST_contig_1704170.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__J153;g__;s__
GD_ST_bin_9	GD_ST_contig_20353423.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__J153;g__;s__
GD_ST_bin_9	GD_ST_contig_10435046.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__J153;g__;s__
GD_ST_bin_9	GD_ST_contig_18452486.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__J153;g__;s__
GD_ST_bin_9	GD_ST_contig_3819176.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__J153;g__;s__
GD_ZH_bin_106	GD_ZH_contig_25795230.region001	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__QNYL01;s__
GD_ST_bin_96	GD_ST_contig_20650205.region001	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__;s__
GD_ST_bin_96	GD_ST_contig_19323759.region001	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__;s__
GD_ST_bin_96	GD_ST_contig_26383080.region001	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__;s__
GD_ST_bin_96	GD_ST_contig_21818734.region001	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__;s__
GD_ST_bin_96	GD_ST_contig_14565961.region001	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__;s__
GD_ST_bin_96	GD_ST_contig_940676.region001	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__;s__
GD_ST_bin_96	GD_ST_contig_23960823.region001	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__;s__
GD_ZH_bin_105	GD_ZH_contig_4626897.region001	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA11858;g__B10-G9;s__
GD_ZH_bin_108	GD_ZH_contig_9853893.region001	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__EnvOPS12;g__Fen-1038;s__
GD_ZH_bin_108	GD_ZH_contig_18342537.region001	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__EnvOPS12;g__Fen-1038;s__
GD_ZH_bin_109	GD_ZH_contig_6204553.region001	d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__CAIMUX01;f__CAIMUX01;g__;s__
GD_ZH_bin_109	GD_ZH_contig_10962864.region001	d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__CAIMUX01;f__CAIMUX01;g__;s__
GD_ZH_bin_110	GD_ZH_contig_10174615.region001	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__;s__
GD_ZH_bin_110	GD_ZH_contig_17669193.region001	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__;s__
GD_ZH_bin_107	GD_ZH_contig_11122334.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SMXS01;f__SMXS01;g__;s__
GD_ZH_bin_10	GD_ZH_contig_20662184.region001	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__IDS-52;s__
GD_ZH_bin_10	GD_ZH_contig_17031663.region001	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__IDS-52;s__
GD_ZH_bin_10	GD_ZH_contig_10282700.region001	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__IDS-52;s__
GD_ZH_bin_111	GD_ZH_contig_15621398.region001	d__Bacteria;p__Myxococcota;c__Bradymonadia;o__Bradymonadales;f__Bradymonadaceae;g__;s__
GD_ZH_bin_111	GD_ZH_contig_20047269.region001	d__Bacteria;p__Myxococcota;c__Bradymonadia;o__Bradymonadales;f__Bradymonadaceae;g__;s__
GD_ZH_bin_111	GD_ZH_contig_14303731.region001	d__Bacteria;p__Myxococcota;c__Bradymonadia;o__Bradymonadales;f__Bradymonadaceae;g__;s__
GD_ZH_bin_111	GD_ZH_contig_7573842.region001	d__Bacteria;p__Myxococcota;c__Bradymonadia;o__Bradymonadales;f__Bradymonadaceae;g__;s__
GD_ZH_bin_111	GD_ZH_contig_472991.region001	d__Bacteria;p__Myxococcota;c__Bradymonadia;o__Bradymonadales;f__Bradymonadaceae;g__;s__
GD_ZH_bin_111	GD_ZH_contig_20118855.region001	d__Bacteria;p__Myxococcota;c__Bradymonadia;o__Bradymonadales;f__Bradymonadaceae;g__;s__
GD_ZH_bin_111	GD_ZH_contig_25558588.region001	d__Bacteria;p__Myxococcota;c__Bradymonadia;o__Bradymonadales;f__Bradymonadaceae;g__;s__
GD_ZH_bin_117	GD_ZH_contig_26795508.region001	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__;f__;g__;s__
GD_ZH_bin_117	GD_ZH_contig_6160033.region001	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__;f__;g__;s__
GD_ZH_bin_117	GD_ZH_contig_10447013.region001	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__;f__;g__;s__
GD_ZH_bin_115	GD_ZH_contig_6815032.region001	d__Bacteria;p__Bacteroidota;c__SZUA-365;o__SZUA-365;f__SZUA-365;g__SZUA-365;s__
GD_ZH_bin_115	GD_ZH_contig_11009706.region001	d__Bacteria;p__Bacteroidota;c__SZUA-365;o__SZUA-365;f__SZUA-365;g__SZUA-365;s__
GD_ZH_bin_113	GD_ZH_contig_12653850.region001	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__;s__
GD_ZH_bin_113	GD_ZH_contig_15771047.region001	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__;s__
GD_ZH_bin_113	GD_ZH_contig_22211400.region001	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__;s__
GD_ZH_bin_113	GD_ZH_contig_10806400.region001	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__;s__
GD_ZH_bin_114	GD_ZH_contig_23708518.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__;s__
GD_ZH_bin_114	GD_ZH_contig_21350270.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__;s__
GD_ZH_bin_114	GD_ZH_contig_22718003.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__;s__
GD_ZH_bin_114	GD_ZH_contig_10334219.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__;s__
GD_ZH_bin_114	GD_ZH_contig_18194336.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__;s__
GD_ZH_bin_114	GD_ZH_contig_24006523.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__;s__
GD_ZH_bin_11	GD_ZH_contig_24449911.region001	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA6906;g__CAADGV01;s__
GD_ZH_bin_11	GD_ZH_contig_23450495.region001	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA6906;g__CAADGV01;s__
GD_ZH_bin_11	GD_ZH_contig_19768489.region001	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA6906;g__CAADGV01;s__
GD_ZH_bin_11	GD_ZH_contig_24932560.region001	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA6906;g__CAADGV01;s__
GD_ZH_bin_123	GD_ZH_contig_25788438.region001	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Bin61;f__SMYC01;g__;s__
GD_ZH_bin_123	GD_ZH_contig_3478849.region001	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Bin61;f__SMYC01;g__;s__
