BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
BGC0002248	BGC0002248	Aspergillus flavus NRRL3357 chromosome 3	NRPS.terpene	Others	Aspergillus flavus NRRL3357	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0002260	BGC0002260	Annulohypoxylon truncatum culture CBS:140778 brasilane biosynthetic gene cluster, complete sequence	terpene	Terpene	Annulohypoxylon truncatum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Hypoxylaceae,Annulohypoxylon
BGC0002283	BGC0002283	Serratia plymuthica strain WS3236 Ga0236286_11, whole genome shotgun sequence	terpene	Terpene	Serratia plymuthica	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia
BGC0002309	BGC0002309	Streptomyces cattleya str. NRRL 8057 main chromosome, complete genome	terpene	Terpene	Streptomyces cattleya NRRL 8057 = DSM 46488	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002320	BGC0002320	Penicillium chrysogenum Wisconsin 54-1255 complete genome, contig Pc00c20	terpene	Terpene	Penicillium rubens Wisconsin 54-1255	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium chrysogenum species complex
BGC0002338	BGC0002338	Myxococcales bacterium strain MSr12020 sorangipyranone biosynthetic gene cluster, complete sequence	T1PKS.terpene	Others	Myxococcales bacterium	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales
BGC0002339	BGC0002339	Vitiosangium cumulatum strain MCy10943 hydroxysorangiadenosine terpene biosynthetic gene cluster, complete sequence	terpene	Terpene	Vitiosangium cumulatum	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Archangiaceae,Vitiosangium
BGC0002389	BGC0002389	Zea mays cultivar B73 chromosome 10, Zm-B73-REFERENCE-NAM-5.0, whole genome shotgun sequence	terpene	Terpene	Zea mays	Eukaryota,Viridiplantae,Streptophyta,Embryophyta,Tracheophyta,Spermatophyta,Magnoliopsida,Liliopsida,Poales,Poaceae,PACMAD clade,Panicoideae,Andropogonodae,Andropogoneae,Tripsacinae,Zea
BGC0002392	BGC0002392	Oryza sativa Japonica Group DNA, chromosome 7, cultivar: Nipponbare, complete sequence	terpene	Terpene	Oryza sativa Japonica Group	Eukaryota,Viridiplantae,Streptophyta,Embryophyta,Tracheophyta,Spermatophyta,Magnoliopsida,Liliopsida,Poales,Poaceae,BOP clade,Oryzoideae,Oryzeae,Oryzinae,Oryza,Oryza sativa
BGC0002393	BGC0002393	Ricinus communis genomic scaffold scf_1106159296192, whole genome shotgun sequence	terpene	Terpene	Ricinus communis	Eukaryota,Viridiplantae,Streptophyta,Embryophyta,Tracheophyta,Spermatophyta,Magnoliopsida,eudicotyledons,Gunneridae,Pentapetalae,rosids,fabids,Malpighiales,Euphorbiaceae,Acalyphoideae,Acalypheae,Ricinus
BGC0002394	BGC0002394	Taxus chinensis isolate Ta-2019 chromosome 9, whole genome shotgun sequence	terpene	Terpene	Taxus chinensis	Eukaryota,Viridiplantae,Streptophyta,Embryophyta,Tracheophyta,Spermatophyta,Pinopsida,Pinidae,Conifers II,Cupressales,Taxaceae,Taxus
BGC0002395	BGC0002395	Hordeum vulgare subsp. vulgare chromosome 2H, MorexV3_pseudomolecules_assembly, whole genome shotgun sequence	terpene	Terpene	Hordeum vulgare subsp. vulgare	Eukaryota,Viridiplantae,Streptophyta,Embryophyta,Tracheophyta,Spermatophyta,Magnoliopsida,Liliopsida,Poales,Poaceae,BOP clade,Pooideae,Triticodae,Triticeae,Hordeinae,Hordeum
BGC0002396	BGC0002396	Salvia splendens isolate huo1 chromosome 20, whole genome shotgun sequence	terpene	Terpene	Salvia splendens	Eukaryota,Viridiplantae,Streptophyta,Embryophyta,Tracheophyta,Spermatophyta,Magnoliopsida,eudicotyledons,Gunneridae,Pentapetalae,asterids,lamiids,Lamiales,Lamiaceae,Nepetoideae,Mentheae,Salviinae,Salvia,Salvia subgen. Calosphace,core Calosphace
BGC0002397	BGC0002397	Arabidopsis thaliana chromosome 3, partial sequence	terpene	Terpene	Arabidopsis thaliana	Eukaryota,Viridiplantae,Streptophyta,Embryophyta,Tracheophyta,Spermatophyta,Magnoliopsida,eudicotyledons,Gunneridae,Pentapetalae,rosids,malvids,Brassicales,Brassicaceae,Camelineae,Arabidopsis
BGC0002398	BGC0002398	Arabidopsis thaliana chromosome 3, partial sequence	terpene	Terpene	Arabidopsis thaliana	Eukaryota,Viridiplantae,Streptophyta,Embryophyta,Tracheophyta,Spermatophyta,Magnoliopsida,eudicotyledons,Gunneridae,Pentapetalae,rosids,malvids,Brassicales,Brassicaceae,Camelineae,Arabidopsis
BGC0002399	BGC0002399	Capsella rubella cultivar Monte Gargano unplaced genomic scaffold scaffold_3, whole genome shotgun sequence	terpene	Terpene	Capsella rubella	Eukaryota,Viridiplantae,Streptophyta,Embryophyta,Tracheophyta,Spermatophyta,Magnoliopsida,eudicotyledons,Gunneridae,Pentapetalae,rosids,malvids,Brassicales,Brassicaceae,Camelineae,Capsella
BGC0002400	BGC0002400	Brassica oleracea var. oleracea cultivar TO1000 chromosome C5, BOL, whole genome shotgun sequence	terpene	Terpene	Brassica oleracea var. oleracea	Eukaryota,Viridiplantae,Streptophyta,Embryophyta,Tracheophyta,Spermatophyta,Magnoliopsida,eudicotyledons,Gunneridae,Pentapetalae,rosids,malvids,Brassicales,Brassicaceae,Brassiceae,Brassica
BGC0002427	BGC0002427	Metarhizium robertsii ARSEF 23 MAA_Scf_14, whole genome shotgun sequence	T1PKS.terpene	Others	Metarhizium robertsii ARSEF 23	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Metarhizium
BGC0002445	BGC0002445	Armillaria gallica strain FU02472 terpene biosynthesis gene cluster, complete sequence	terpene	Terpene	Armillaria gallica	Eukaryota,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Physalacriaceae,Armillaria
BGC0002449	BGC0002449	Uncultured bacterium sterol biosynthesis gene cluster, complete sequence	terpene	Terpene	uncultured bacterium	Bacteria,environmental samples
BGC0002554	BGC0002554	Streptomyces exfoliatus 2419-SVT2 DNA, carquinostatin A biosynthetic gene cluster	terpene	Terpene	Streptomyces exfoliatus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002557	BGC0002557	Penicillium griseofulvum strain NRRL 35584 penifulvin biosynthetic gene cluster, complete sequence	terpene	Terpene	Penicillium griseofulvum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0002591	BGC0002591	Streptomyces sp. strain NA04227 aurachin biosynthetic gene cluster, complete sequence	terpene.ladderane	Others	Streptomyces sp.	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002603	BGC0002603	Aspergillus versicolor 0312 biosynthetic gene cluster of chevalone E and its oxidized derivatives, complete sequence	T1PKS.terpene	Others	Aspergillus versicolor	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Nidulantes
BGC0002604	BGC0002604	Aspergillus felis 0260 DNA, sartorypyrone A biosynthetic gene cluster, complete sequence	T1PKS.terpene	Others	Aspergillus felis	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0002614	BGC0002614	Penicillium shearii IFM 42152 DNA, diterpenoid pyrones biosynthesis gene cluster	T1PKS.terpene	Others	Penicillium shearii	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0002618	BGC0002618	Penicillium crustosum strain PN2402 penitremane gene cluster, partial sequence	NRPS.indole.terpene	Others	Penicillium crustosum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0002651	BGC0002651	Rosellinia necatrix DNA, scaffold: Contig87, strain: W97, whole genome shotgun sequence	terpene	Terpene	Rosellinia necatrix	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Xylariaceae,Rosellinia
BGC0002666	BGC0002666	Streptomyces sp. MA37 legonmycins biosynthesis gene cluster, complete sequence	NRPS.terpene.NRPS-like	Others	Streptomyces sp. MA37	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002707	BGC0002707	Coniophora puteana RWD-64-598 SS2 unplaced genomic scaffold CONPUscaffold_3, whole genome shotgun sequence	terpene	Terpene	Coniophora puteana RWD-64-598 SS2	Eukaryota,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Coniophorineae,Coniophoraceae,Coniophora
BGC0002708	BGC0002708	Coniophora puteana RWD-64-598 SS2 unplaced genomic scaffold CONPUscaffold_3, whole genome shotgun sequence	terpene	Terpene	Coniophora puteana RWD-64-598 SS2	Eukaryota,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Coniophorineae,Coniophoraceae,Coniophora
BGC0002723	BGC0002723	Jatropha curcas isolate ELGS0001-1231 unplaced genomic scaffold, RJC1_Hi-C scaffold_928, whole genome shotgun sequence	terpene	Terpene	Jatropha curcas	Eukaryota,Viridiplantae,Streptophyta,Embryophyta,Tracheophyta,Spermatophyta,Magnoliopsida,eudicotyledons,Gunneridae,Pentapetalae,rosids,fabids,Malpighiales,Euphorbiaceae,Crotonoideae,Jatropheae,Jatropha
BGC0002724	BGC0002724	Jatropha curcas isolate ELGS0001-1231 unplaced genomic scaffold, RJC1_Hi-C scaffold_989, whole genome shotgun sequence	terpene	Terpene	Jatropha curcas	Eukaryota,Viridiplantae,Streptophyta,Embryophyta,Tracheophyta,Spermatophyta,Magnoliopsida,eudicotyledons,Gunneridae,Pentapetalae,rosids,fabids,Malpighiales,Euphorbiaceae,Crotonoideae,Jatropheae,Jatropha
FJ_XM_contig_2813959.region001	FJ_XM_contig_2813959	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_11168689.region001	GD_ZH_contig_11168689	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_11519269.region001	GD_ZH_contig_11519269	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_12515053.region001	GD_ZH_contig_12515053	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_13860703.region001	GD_ZH_contig_13860703	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_15177757.region001	GD_ZH_contig_15177757	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_15232623.region001	GD_ZH_contig_15232623	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_18629089.region001	GD_ZH_contig_18629089	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_20748211.region001	GD_ZH_contig_20748211	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_21165519.region001	GD_ZH_contig_21165519	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_21728907.region001	GD_ZH_contig_21728907	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_22690117.region001	GD_ZH_contig_22690117	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_23039459.region001	GD_ZH_contig_23039459	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_23696060.region001	GD_ZH_contig_23696060	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_23710922.region001	GD_ZH_contig_23710922	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_25819278.region001	GD_ZH_contig_25819278	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_271760.region001	GD_ZH_contig_271760	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_3798809.region001	GD_ZH_contig_3798809	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_4614422.region001	GD_ZH_contig_4614422	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_5560556.region001	GD_ZH_contig_5560556	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_690738.region001	GD_ZH_contig_690738	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_7615084.region001	GD_ZH_contig_7615084	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_81338.region001	GD_ZH_contig_81338	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_8508877.region001	GD_ZH_contig_8508877	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GD_ZH_contig_9427432.region001	GD_ZH_contig_9427432	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GX_BH_contig_10108032.region001	GX_BH_contig_10108032	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GX_BH_contig_12055568.region001	GX_BH_contig_12055568	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GX_BH_contig_12341959.region001	GX_BH_contig_12341959	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GX_BH_contig_16427542.region001	GX_BH_contig_16427542	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GX_BH_contig_16858399.region001	GX_BH_contig_16858399	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GX_BH_contig_29658063.region001	GX_BH_contig_29658063	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
GX_BH_contig_33343095.region001	GX_BH_contig_33343095	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
HN_SY_contig_10671765.region001	HN_SY_contig_10671765	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
HN_SY_contig_13282090.region001	HN_SY_contig_13282090	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
HN_SY_contig_20471158.region001	HN_SY_contig_20471158	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
HN_SY_contig_32261994.region001	HN_SY_contig_32261994	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_LYG_contig_2628360.region001	JS_LYG_contig_2628360	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_15133020.region001	JS_YC_contig_15133020	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_1576837.region001	JS_YC_contig_1576837	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_16477379.region001	JS_YC_contig_16477379	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_18384098.region001	JS_YC_contig_18384098	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_19437490.region001	JS_YC_contig_19437490	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_21011630.region001	JS_YC_contig_21011630	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_21011630.region002	JS_YC_contig_21011630	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_21700320.region001	JS_YC_contig_21700320	Genus species strain strain	arylpolyene.terpene	Others	Genus species Unclassified.	
JS_YC_contig_22083760.region001	JS_YC_contig_22083760	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_27825850.region001	JS_YC_contig_27825850	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_4370753.region001	JS_YC_contig_4370753	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_62914.region001	JS_YC_contig_62914	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_62914.region002	JS_YC_contig_62914	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_7379985.region001	JS_YC_contig_7379985	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_7757555.region001	JS_YC_contig_7757555	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_916902.region001	JS_YC_contig_916902	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_9600639.region001	JS_YC_contig_9600639	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_11057742.region001	LN_DD_contig_11057742	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_15142576.region001	LN_DD_contig_15142576	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_18266370.region001	LN_DD_contig_18266370	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_20558711.region001	LN_DD_contig_20558711	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_11076962.region001	SD_DY_contig_11076962	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_12023912.region001	SD_DY_contig_12023912	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_13178059.region001	SD_DY_contig_13178059	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_15864561.region001	SD_DY_contig_15864561	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_18885823.region001	SD_DY_contig_18885823	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_19756711.region001	SD_DY_contig_19756711	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_21293606.region001	SD_DY_contig_21293606	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_21769247.region002	SD_DY_contig_21769247	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_22131439.region001	SD_DY_contig_22131439	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_2257385.region002	SD_DY_contig_2257385	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_22824326.region001	SD_DY_contig_22824326	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_25818256.region001	SD_DY_contig_25818256	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_27717175.region001	SD_DY_contig_27717175	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_27978922.region001	SD_DY_contig_27978922	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_6127333.region001	SD_DY_contig_6127333	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_6242392.region001	SD_DY_contig_6242392	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_655463.region001	SD_DY_contig_655463	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_6714579.region001	SD_DY_contig_6714579	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_743692.region001	SD_DY_contig_743692	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_7993784.region001	SD_DY_contig_7993784	Genus species strain strain	RRE-containing.terpene	Others	Genus species Unclassified.	
SD_DY_contig_8312628.region001	SD_DY_contig_8312628	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_9206545.region001	SD_DY_contig_9206545	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_QD_contig_10339056.region001	SD_QD_contig_10339056	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_QD_contig_10339056.region002	SD_QD_contig_10339056	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_QD_contig_10380044.region001	SD_QD_contig_10380044	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_QD_contig_1714841.region001	SD_QD_contig_1714841	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_QD_contig_17383934.region001	SD_QD_contig_17383934	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_QD_contig_18123446.region001	SD_QD_contig_18123446	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_QD_contig_5490440.region001	SD_QD_contig_5490440	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_QD_contig_6912869.region001	SD_QD_contig_6912869	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
ZJ_NB_contig_12399028.region001	ZJ_NB_contig_12399028	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
ZJ_NB_contig_13344857.region001	ZJ_NB_contig_13344857	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
ZJ_NB_contig_13726994.region001	ZJ_NB_contig_13726994	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
ZJ_NB_contig_15508825.region001	ZJ_NB_contig_15508825	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
ZJ_NB_contig_22334498.region001	ZJ_NB_contig_22334498	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
ZJ_NB_contig_2251211.region001	ZJ_NB_contig_2251211	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
ZJ_NB_contig_228189.region001	ZJ_NB_contig_228189	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
ZJ_NB_contig_23972005.region001	ZJ_NB_contig_23972005	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
ZJ_NB_contig_25857530.region001	ZJ_NB_contig_25857530	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
ZJ_NB_contig_4036110.region001	ZJ_NB_contig_4036110	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
ZJ_NB_contig_5406829.region001	ZJ_NB_contig_5406829	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
ZJ_NB_contig_5940340.region001	ZJ_NB_contig_5940340	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
ZJ_NB_contig_6893327.region001	ZJ_NB_contig_6893327	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
ZJ_NB_contig_7145030.region001	ZJ_NB_contig_7145030	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
ZJ_NB_contig_9095850.region001	ZJ_NB_contig_9095850	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
ZJ_WZ_contig_14405051.region001	ZJ_WZ_contig_14405051	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
ZJ_WZ_contig_15853509.region001	ZJ_WZ_contig_15853509	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
ZJ_WZ_contig_16088462.region001	ZJ_WZ_contig_16088462	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
ZJ_WZ_contig_16114896.region001	ZJ_WZ_contig_16114896	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
ZJ_WZ_contig_18452205.region002	ZJ_WZ_contig_18452205	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
ZJ_WZ_contig_1964742.region001	ZJ_WZ_contig_1964742	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
ZJ_WZ_contig_22617918.region001	ZJ_WZ_contig_22617918	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
ZJ_WZ_contig_23867843.region001	ZJ_WZ_contig_23867843	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
ZJ_WZ_contig_25960263.region001	ZJ_WZ_contig_25960263	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
ZJ_WZ_contig_3206502.region001	ZJ_WZ_contig_3206502	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
ZJ_WZ_contig_3869886.region001	ZJ_WZ_contig_3869886	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
ZJ_WZ_contig_5523397.region001	ZJ_WZ_contig_5523397	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
ZJ_WZ_contig_5699920.region002	ZJ_WZ_contig_5699920	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
ZJ_WZ_contig_9074749.region001	ZJ_WZ_contig_9074749	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
