bgc_name	membership_value	genome_name	Completeness (%)	Contamination (%)	GC (%)	N50 (bp)	Genome length (bp)	# of contigs	# of predicted genes	Longest contig	Coding density	Marker lineage in checkm	# markers in checkm	Strain heterogeneity	GTDB taxonomy	NCBI taxonomy	Metabolic pathways evaluated by KEGG-Decoder module (sulphate reduction bacteria within Deltaproteobacteria and Thermodesulfobacteria, and ammonia oxidation archaea within Thaumarchaeota)	Unnamed: 16	Unnamed: 17	Unnamed: 18	Unnamed: 19	Unnamed: 20	Unnamed: 21	Unnamed: 22	Unnamed: 23	Unnamed: 24	Unnamed: 25	Unnamed: 26	Unnamed: 27	Unnamed: 28	Unnamed: 29
GX_BH_contig_22412940.region001	0.0	GX_BH_bin_94	93.26	1.521	62.6	56678	2864938	72	2828	152157	0.900468084	c__Alphaproteobacteria (UID3305)	349	100.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__DSM-21159;g__;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhodovibrionaceae;g__;s__															
ZJ_WZ_contig_10043740.region001	1.49011611938477e-08	ZJ_WZ_bin_191	84.15	8.192	60.8	41761	3909475	220	3793	120473	0.899813421	c__Gammaproteobacteria (UID4267)	544	15.38	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-001735895;f__GCA-001735895;g__GCA-001735895;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__															
GX_BH_contig_18438520.region001	0.364863975505678	GX_BH_bin_66	88.15	1.077	63.1	49670	2922971	122	2784	180403	0.921894349	c__Gammaproteobacteria (UID4444)	506	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Halieaceae;g__;s__															
GX_BH_contig_23940918.region001	0.364863975505678	GX_BH_bin_95	90.9	2.04	63.2	40159	3137700	140	3009	130226	0.925789937	c__Gammaproteobacteria (UID4444)	506	37.5	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Halieaceae;g__;s__															
HN_SY_contig_18244650.region001	0.364863975505678	HN_SY_bin_19	94.87	1.346	62.5	28331	3319689	221	3215	130462	0.917973782	c__Gammaproteobacteria (UID4444)	506	33.33	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Halieaceae;g__;s__															
HN_SY_contig_27942486.region001	0.364863975505678	HN_SY_bin_220	96.42	3.538	61.1	39575	4849333	253	4398	172985	0.890216763	c__Gammaproteobacteria (UID4444)	506	61.54	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Halieaceae;g__;s__															
GX_BH_contig_24055.region001	0.345283150204857	GX_BH_bin_59	92.47	6.965	59.4	15749	4461476	442	4443	79655	0.885906605	c__Gammaproteobacteria (UID4267)	544	35.85	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-001735895;f__GCA-001735895;g__GCA-001735895;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__															
LN_DD_contig_1340730.region001	0.0	LN_DD_bin_178	86.18	2.937	54.2	20564	3430806	224	3347	73626	0.882615634	c__Gammaproteobacteria (UID4267)	544	21.43	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-001735895;f__GCA-001735895;g__GCA-001735895;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__															
SD_QD_contig_11888979.region001	1.49011611938477e-08	SD_QD_bin_140	88.43	5.862	54.3	56445	3488006	156	3444	192905	0.897268836	c__Gammaproteobacteria (UID4267)	544	30.3	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-001735895;f__GCA-001735895;g__GCA-001735895;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__															
GX_BH_contig_2507503.region001	0.0	GX_BH_bin_103	92.9	1.419	63.8	45433	4296613	165	3873	193941	0.902937912	c__Deltaproteobacteria (UID3216)	247	0.0	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__;g__;s__	Sulphate reduction														
GX_BH_contig_2507503.region002	0.362975877599346	GX_BH_bin_103	92.9	1.419	63.8	45433	4296613	165	3873	193941	0.902937912	c__Deltaproteobacteria (UID3216)	247	0.0	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__;g__;s__	Sulphate reduction														
GD_ZH_contig_12515053.region001	0.238918088583136	GD_ZH_bin_243	94.82	6.896	64.2	93076	4043980	102	3797	226087	0.915135527	k__Bacteria (UID203)	104	25.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6522;f__UBA6522;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__															
JS_YC_contig_554782.region001	0.369335300534742	JS_YC_bin_70	87.17	0.792	63.5	63100	2742961	78	2625	195351	0.922062726	c__Gammaproteobacteria (UID4267)	544	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6522;f__UBA6522;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__															
SD_DY_contig_19756711.region001	0.238918088583136	SD_DY_bin_69	89.99	3.148	64.3	89080	4382151	124	4049	255245	0.901542674	c__Gammaproteobacteria (UID4267)	544	11.54	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6522;f__UBA6522;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__															
SD_DY_contig_28173100.region001	0.346662181731457	SD_DY_bin_425	74.32	4.263	63.4	37122	3938425	176	3669	106850	0.919877817	c__Gammaproteobacteria (UID4267)	544	8.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6522;f__UBA6522;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__															
SD_DY_contig_5224359.region001	0.335487865714136	SD_DY_bin_69	89.99	3.148	64.3	89080	4382151	124	4049	255245	0.901542674	c__Gammaproteobacteria (UID4267)	544	11.54	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6522;f__UBA6522;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__															
ZJ_WZ_contig_5523397.region001	0.0	ZJ_WZ_bin_99	88.03	0.854	67.6	43586	3909198	153	3369	132451	0.917546332	k__Bacteria (UID3187)	188	100.0	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__;s__	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__															
SD_DY_contig_22131439.region001	2.58095682795178e-08	SD_DY_bin_513	94.5	5.494	71.1	98852	4294504	89	3727	236298	0.902213887	k__Bacteria (UID2495)	147	16.67	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__;s__	d__Bacteria;p__Gemmatimonadetes;c__;o__;f__;g__;s__															
FJ_XM_contig_32091600.region001	0.318044639012944	FJ_XM_bin_28	60.66	5.462	61.6	3153	2159867	732	2619	13282	0.909057381	c__Gammaproteobacteria (UID4267)	544	55.17	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-001735895;f__GCA-001735895;g__GCA-001735895;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__															
GX_BH_contig_19604588.region001	0.318044639012944	GX_BH_bin_121	55.51	1.724	63.5	7143	2393212	440	2601	27087	0.912728609	k__Bacteria (UID203)	104	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-001735895;f__GCA-001735895;g__GCA-001735895;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__															
GX_BH_contig_28949178.region001	1.49011611938477e-08	GX_BH_bin_33	99.67	1.711	65.8	367379	3533260	19	3371	702060	0.893749354	c__Alphaproteobacteria (UID3422)	529	11.11	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas nasdae	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas nasdae															
GX_BH_contig_30114697.region001	0.0	GX_BH_bin_42	89.95	3.019	69.7	35276	4712649	176	3916	109430	0.912871318	k__Bacteria (UID3187)	188	60.0	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__;s__	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__															
GX_BH_contig_33316885.region001	0.0	GX_BH_bin_33	99.67	1.711	65.8	367379	3533260	19	3371	702060	0.893749354	c__Alphaproteobacteria (UID3422)	529	11.11	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas nasdae	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas nasdae															
GX_BH_contig_33316885.region002	0.0	GX_BH_bin_33	99.67	1.711	65.8	367379	3533260	19	3371	702060	0.893749354	c__Alphaproteobacteria (UID3422)	529	11.11	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas nasdae	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas nasdae															
GX_BH_contig_3693063.region001	0.0	GX_BH_bin_100	88.03	5.555	71.6	28707	3786471	249	3606	124774	0.910832862	k__Bacteria (UID1453)	171	28.57	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__;s__	d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__;s__															
GX_BH_contig_3800177.region001	0.348477116036947	GX_BH_bin_80	92.3	5.726	63.7	25840	2742729	186	2958	80249	0.923018663	k__Bacteria (UID1453)	171	22.22	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__UBA5794;f__ZC4RG35;g__SZUA-217;s__	d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__;f__;g__;s__															
ZJ_NB_contig_4165638.region001	0.348477116036947	ZJ_NB_bin_125	97.43	6.41	63.2	162532	2817252	67	2963	334871	0.911784185	k__Bacteria (UID1453)	171	11.11	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__UBA5794;f__ZC4RG35;g__SZUA-217;s__	d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__;f__;g__;s__															
ZJ_WZ_contig_5071952.region001	0.0	ZJ_WZ_bin_99	88.03	0.854	67.6	43586	3909198	153	3369	132451	0.917546332	k__Bacteria (UID3187)	188	100.0	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__;s__	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__															
GX_BH_contig_6745036.region001	0.0	GX_BH_bin_52	98.86	3.409	71.5	38632	5390865	299	4418	150992	0.916054643	k__Bacteria (UID2565)	143	0.0	d__Bacteria;p__Planctomycetota;c__B15-G4;o__B15-G4;f__B15-G4;g__;s__	d__Bacteria;p__Planctomycetes;c__;o__;f__;g__;s__															
GX_BH_contig_8722246.region001	0.0	GX_BH_bin_27	67.35	2.197	67.4	25233	5235277	312	4828	93193	0.893366976	k__Bacteria (UID2495)	147	0.0	d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__UBA4427;g__;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__;f__;g__;s__	Sulphate reduction														
ZJ_WZ_contig_8540778.region001	0.0	ZJ_WZ_bin_158	99.14	6.324	65.9	70444	4207447	129	4199	216039	0.892766138	k__Bacteria (UID1453)	171	0.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__UBA5794;f__UBA5794;g__UBA6912;s__	d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__;f__;g__;s__															
HN_SY_contig_11273986.region001	0.239690463401899	HN_SY_bin_177	96.14	2.991	67.5	24881	3923069	234	3869	99628	0.902059311	k__Bacteria (UID1453)	171	25.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__UBA5794;f__UBA5794;g__UBA6912;s__	d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__;f__;g__;s__															
HN_SY_contig_1142122.region001	0.393839485486133	HN_SY_bin_19	94.87	1.346	62.5	28331	3319689	221	3215	130462	0.917973782	c__Gammaproteobacteria (UID4444)	506	33.33	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Halieaceae;g__;s__															
HN_SY_contig_32799665.region001	0.318232725583766	HN_SY_bin_50	70.68	0.0	61.7	98027	3874589	55	3458	308573	0.898007484	k__Bacteria (UID203)	104	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Halioglobus;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__															
HN_SY_contig_6240856.region001	0.189338471008335	HN_SY_bin_220	96.42	3.538	61.1	39575	4849333	253	4398	172985	0.890216763	c__Gammaproteobacteria (UID4444)	506	61.54	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Halieaceae;g__;s__															
LN_DD_contig_25544868.region001	0.0	LN_DD_bin_170	91.68	2.762	57.9	91701	4191958	68	4083	321495	0.916636124	c__Gammaproteobacteria (UID4443)	451	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__															
ZJ_WZ_contig_7574250.region001	0.362975877599347	ZJ_WZ_bin_91	78.9	4.911	61.4	19932	4044422	307	3853	70357	0.877430313	c__Gammaproteobacteria (UID4267)	544	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ga0077536;f__Ga0077536;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__															
HN_SY_contig_11734991.region002	0.0	HN_SY_bin_50	70.68	0.0	61.7	98027	3874589	55	3458	308573	0.898007484	k__Bacteria (UID203)	104	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Halioglobus;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__															
GD_ST_contig_6032448.region001	0.0	GD_ST_bin_3	99.56	0.434	59.8	134558	4730873	126	4387	369563	0.866625251	c__Alphaproteobacteria (UID3305)	349	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__J153;g__;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__															
GD_ZH_contig_6558738.region001	0.0	GD_ZH_bin_62	89.5	3.292	69.7	35707	4023192	192	3795	121589	0.899068048	p__Proteobacteria (UID3887)	259	20.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__;g__;s__															
HN_SY_contig_12459224.region001	2.1073424255447e-08	HN_SY_bin_42	96.08	1.561	64.6	27583	2979073	174	2985	107271	0.905310823	c__Alphaproteobacteria (UID3305)	349	60.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__DSM-21159;g__;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhodovibrionaceae;g__;s__															
HN_SY_contig_12577478.region001	0.387120418958572	HN_SY_bin_136	53.48	6.059	68.2	9951	2350935	261	2301	36627	0.870019818	c__Gammaproteobacteria (UID4274)	581	15.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__;s__															
HN_SY_contig_13282090.region001	1.49011611938477e-08	HN_SY_bin_88	80.02	1.149	63.0	42848	3008192	107	2944	137651	0.868045958	c__Gammaproteobacteria (UID4274)	581	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SpSt-1174;f__SpSt-1174;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__;s__															
HN_SY_contig_13348961.region001	1.49011611938477e-08	HN_SY_bin_119	61.15	2.112	72.1	18979	3288695	223	2972	86032	0.874238214	c__Gammaproteobacteria (UID4267)	544	25.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HK1;f__HK1;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__;s__															
HN_SY_contig_13408442.region001	1.49011611938477e-08	HN_SY_bin_105	95.8	0.645	57.6	63600	4505832	160	4179	264756	0.853396862	c__Deltaproteobacteria (UID3216)	247	0.0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA5852;g__;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__;s__	Sulphate reduction														
JS_LYG_contig_7723093.region001	0.0	JS_LYG_bin_116	80.81	8.579	47.1	21937	4169459	485	4248	110359	0.815864972	c__Deltaproteobacteria (UID3216)	247	21.74	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__SURF-15;g__;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__;s__															
ZJ_WZ_contig_1147689.region001	0.0	ZJ_WZ_bin_81	60.64	9.82	47.6	18291	2558826	212	2536	86964	0.827069253	c__Deltaproteobacteria (UID3216)	247	44.0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__;g__;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__;f__;g__;s__															
HN_SY_contig_15857317.region001	1.49011611938477e-08	HN_SY_bin_157	96.99	3.965	63.7	34161	4231664	252	3983	128147	0.861702756	c__Gammaproteobacteria (UID4274)	581	25.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__DSM-19610;f__DSM-19610;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__															
JS_LYG_contig_3671739.region001	0.205319241635465	JS_LYG_bin_94	62.89	3.87	52.8	6079	4383801	884	4249	23085	0.841752997	c__Deltaproteobacteria (UID3216)	247	12.5	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__SG8-13;g__;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__;f__;g__;s__	Sulphate reduction														
FJ_XM_contig_35072142.region001	0.25	FJ_XM_bin_16	56.89	8.62	61.8	23983	2992951	238	2945	94965	0.918457498	k__Bacteria (UID203)	104	33.33	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Halioglobus_A;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Halieaceae;g__Halioglobus;s__															
HN_SY_contig_1772115.region001	0.25	HN_SY_bin_185	66.34	4.144	55.4	2985	4971011	1727	4914	14211	0.829439121	k__Bacteria (UID2565)	140	87.5	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__GCA-2862225;s__	d__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__;s__															
HN_SY_contig_9656337.region001	0.25	HN_SY_bin_79	86.4	5.052	64.8	6717	3232517	629	3439	42712	0.914658375	c__Gammaproteobacteria (UID4267)	544	37.5	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__;g__;s__															
SD_DY_contig_11395533.region001	0.25	SD_DY_bin_24	88.53	4.313	62.7	15539	3594917	351	3523	71064	0.918646053	c__Gammaproteobacteria (UID4267)	544	22.73	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__;g__;s__															
SD_DY_contig_26611918.region001	0.25	SD_DY_bin_199	86.02	2.58	74.1	11945	5523413	650	5326	59856	0.921923744	c__Deltaproteobacteria (UID3216)	247	20.0	d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__SMWR01;g__;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__;g__;s__	Sulphate reduction														
SD_DY_contig_8787890.region001	0.0	SD_DY_bin_508	92.62	0.387	58.7	96590	3532426	83	3242	269337	0.89530256	c__Gammaproteobacteria (UID4444)	507	25.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__Marinobacter mobilis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__Marinobacter;s__Marinobacter mobilis															
SD_DY_contig_9572948.region001	0.25	SD_DY_bin_309	97.51	1.243	63.7	47694	3662017	170	3515	141914	0.87882037	o__Rhodospirillales (UID3754)	336	33.33	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SMXQ01;f__SMXQ01;g__SMXQ01;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__															
SD_QD_contig_1779481.region001	0.25	SD_QD_bin_23	55.17	0.0	60.6	3275	1768550	551	2017	21542	0.912818314	k__Bacteria (UID203)	104	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__Marinobacter pelagius	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__Marinobacter;s__Marinobacter pelagius															
HN_SY_contig_17845991.region001	0.0	HN_SY_bin_121	97.11	1.176	59.7	30379	9449558	504	6941	164863	0.875275728	k__Bacteria (UID2565)	140	0.0	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Rubripirellula;s__	d__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Rhodopirellula;s__															
GX_BH_contig_10108032.region001	0.0	GX_BH_bin_5	94.44	8.618	67.7	36514	5094894	265	4641	135701	0.875975784	c__Gammaproteobacteria (UID4267)	544	1.89	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HK1;f__HK1;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__;s__															
HN_SY_contig_20471158.region001	0.0	HN_SY_bin_121	97.11	1.176	59.7	30379	9449558	504	6941	164863	0.875275728	k__Bacteria (UID2565)	140	0.0	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Rubripirellula;s__	d__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Rhodopirellula;s__															
LN_DD_contig_15142576.region001	0.0	LN_DD_bin_141	95.45	2.84	67.5	56130	4757397	147	3882	301979	0.881068511	k__Bacteria (UID2565)	143	0.0	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__	d__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;f__;g__;s__															
ZJ_WZ_contig_8310022.region001	0.0	ZJ_WZ_bin_80	89.7	2.053	57.3	67079	2752180	57	2559	163083	0.913275968	c__Gammaproteobacteria (UID4267)	544	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-2729495;f__GCA-2729495;g__GCA-2729495;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__;g__;s__															
SD_QD_contig_1714841.region001	2.1073424255447e-08	SD_QD_bin_233	97.7	2.08	32.9	68105	3289420	109	3026	291164	0.892504837	f__Flavobacteriaceae (UID2845)	548	15.38	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aureibaculum;s__	d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__;f__;g__;s__															
JS_YC_contig_21011630.region002	1.49011611938477e-08	JS_YC_bin_8	89.72	0.742	38.4	146617	3109534	53	2543	340751	0.890489172	p__Bacteroidetes (UID2591)	302	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA2365;s__	d__Bacteria;p__Bacteroidetes;c__Saprospiria;o__Saprospirales;f__Saprospiraceae;g__;s__															
HN_SY_contig_30612883.region001	0.205319241635465	HN_SY_bin_151	93.54	2.44	49.1	19019	4734878	446	4546	84912	0.840878352	c__Deltaproteobacteria (UID3216)	247	57.14	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__;g__;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__;f__;g__;s__	Sulphate reduction														
HN_SY_contig_29785057.region001	0.205319241635465	HN_SY_bin_105	95.8	0.645	57.6	63600	4505832	160	4179	264756	0.853396862	c__Deltaproteobacteria (UID3216)	247	0.0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA5852;g__;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__;s__	Sulphate reduction														
JS_LYG_contig_14949925.region001	0.205319241635465	JS_LYG_bin_116	80.81	8.579	47.1	21937	4169459	485	4248	110359	0.815864972	c__Deltaproteobacteria (UID3216)	247	21.74	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__SURF-15;g__;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__;s__															
