bgc_name	membership_value	genome_name	Completeness (%)	Contamination (%)	GC (%)	N50 (bp)	Genome length (bp)	# of contigs	# of predicted genes	Longest contig	Coding density	Marker lineage in checkm	# markers in checkm	Strain heterogeneity	GTDB taxonomy	NCBI taxonomy	Metabolic pathways evaluated by KEGG-Decoder module (sulphate reduction bacteria within Deltaproteobacteria and Thermodesulfobacteria, and ammonia oxidation archaea within Thaumarchaeota)	Unnamed: 16	Unnamed: 17	Unnamed: 18	Unnamed: 19	Unnamed: 20	Unnamed: 21	Unnamed: 22	Unnamed: 23	Unnamed: 24	Unnamed: 25	Unnamed: 26	Unnamed: 27	Unnamed: 28	Unnamed: 29
ZJ_WZ_contig_26683625.region001	0.0	ZJ_WZ_bin_2	0.9652014652014653	0.21538771805989718	0.8592233009708738	0.16831645223104297	0.37291166363876815	0.067866323907455	0.43289531965155764	0.2789876296226999	0.8124199711634074	k__Bacteria (UID1453)	0.11973018549747048	0.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__UBA11606;g__;s__	d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__;s__		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SD_DY_contig_21293606.region001	0.0	SD_DY_bin_41	0.9124949124949125	0.4431783805586367	0.8810679611650487	0.3085737749794689	0.3156390928293019	0.033419023136246784	0.2991288941384911	0.43065464410877874	0.7092281703826656	k__Bacteria (UID2495)	0.07925801011804384	0.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__;s__	d__Bacteria;p__Gemmatimonadetes;c__;o__;f__;g__;s__		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GX_BH_contig_15115072.region001	3.742811907099335e-08	GX_BH_bin_5	0.8868538868538868	0.8690128062922255	0.8446601941747575	0.09426498768135778	0.4747866691415712	0.12647814910025706	0.5083419459619076	0.1848662574391376	0.5412486151009261	c__Gammaproteobacteria (UID4267)	0.7487352445193929	0.0189	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HK1;f__HK1;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__;s__		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJ_WZ_contig_9074749.region001	0.0	ZJ_WZ_bin_93	0.3638583638583638	0.5307048502571342	0.9538834951456313	0.09190528332877088	0.380576027992955	0.10437017994858612	0.4134061715635612	0.14800267701009637	0.8056274055813464	k__Bacteria (UID203)	0.00505902192242833	0.0	d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__SMWR01;g__;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__;f__;g__;s__	Sulphate reduction	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JS_YC_contig_8509229.region001	0.0	JS_YC_bin_153	0.8160358160358159	0.42512856710698804	0.6286407766990292	0.18081850533807828	0.23511037989663536	0.05089974293059126	0.28244500221467594	0.3194781269564842	0.6291674700916406	o__Rhizobiales (UID3447)	0.5328836424957841	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methyloligellaceae;g__;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__;g__;s__		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GX_BH_contig_16036022.region001	0.7550163415351503	GX_BH_bin_5	0.8868538868538868	0.8690128062922255	0.8446601941747575	0.09426498768135778	0.4747866691415712	0.12647814910025706	0.5083419459619076	0.1848662574391376	0.5412486151009261	c__Gammaproteobacteria (UID4267)	0.7487352445193929	0.0189	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HK1;f__HK1;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__;s__		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GX_BH_contig_12055568.region001	0.7985973649346378	GX_BH_bin_95	0.8148148148148149	0.20570737118080065	0.7354368932038837	0.10424308787298112	0.2387307116954555	0.062210796915167094	0.2673852059648605	0.1769863486877613	0.9026884755173936	c__Gammaproteobacteria (UID4444)	0.684654300168634	0.375	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Halieaceae;g__;s__		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GX_BH_contig_16427542.region001	0.7662787313861367	GX_BH_bin_66	0.7588522588522589	0.10860139154986387	0.7330097087378642	0.13027922255680263	0.21283237985586936	0.05295629820051414	0.23416506717850288	0.2492037334216075	0.8744229987770771	c__Gammaproteobacteria (UID4444)	0.684654300168634	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Halieaceae;g__;s__		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HN_SY_contig_22588944.region001	0.8185070155513873	HN_SY_bin_19	0.8956043956043958	0.13572653020066552	0.7184466019417477	0.0718642211880646	0.26068029239091095	0.1038560411311054	0.29780008858703677	0.177326012334396	0.8459762802464338	c__Gammaproteobacteria (UID4444)	0.684654300168634	0.3333	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Halieaceae;g__;s__		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GX_BH_contig_16477031.region001	0.0	GX_BH_bin_14	0.21367521367521367	0.0	0.9466019417475731	0.04247741582261155	0.2707418888080404	0.12647814910025706	0.3187656872877602	0.07678557293053447	0.8717581951977494	k__Bacteria (UID203)	0.006745362563237774	0.0	d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__UBA6930;g__;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__;f__;g__;s__	Sulphate reduction	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GX_BH_contig_16674494.region001	0.0	GX_BH_bin_105	0.9086284086284088	0.7125138650801653	0.7184466019417477	0.14805639200656995	0.4560297393788062	0.05912596401028278	0.5049461095526354	0.3000971495599485	0.5822873390176703	c__Gammaproteobacteria (UID4267)	0.7487352445193929	0.023799999999999998	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HK1;f__HK1;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GX_BH_contig_17258045.region001	0.0	GX_BH_bin_33	0.9932844932844933	0.17253201573056368	0.7985436893203884	1.0	0.28643895856693863	0.0	0.320832718145578	1.0	0.6702094881263556	c__Alphaproteobacteria (UID3422)	0.7234401349072512	0.11109999999999999	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas nasdae	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas nasdae		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SD_QD_contig_5490440.region001	0.0	SD_QD_bin_276	0.9477004477004478	0.34466068367449837	0.6262135922330099	0.23153024911032027	0.2054746045489758	0.016452442159383032	0.22663516905359515	0.40885572210908094	0.4100716713726967	k__Bacteria (UID3187)	0.14839797639123103	0.0	d__Bacteria;p__Nitrospinota;c__Nitrospinia;o__Nitrospinales;f__Nitrospinaceae;g__SZUA-259;s__	d__Bacteria;p__Nitrospirae;c__;o__;f__;g__;s__		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GX_BH_contig_18310404.region001	0.0	GX_BH_bin_105	0.9086284086284088	0.7125138650801653	0.7184466019417477	0.14805639200656995	0.4560297393788062	0.05912596401028278	0.5049461095526354	0.3000971495599485	0.5822873390176703	c__Gammaproteobacteria (UID4267)	0.7487352445193929	0.023799999999999998	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HK1;f__HK1;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GX_BH_contig_18343453.region001	5.2931353604313693e-08	GX_BH_bin_101	0.9336589336589336	0.2879903196531209	0.7791262135922331	0.072200930741856	0.31747440578471536	0.11105398457583547	0.3347113539052119	0.18911205302207093	0.697680088395552	c__Gammaproteobacteria (UID4267)	0.7487352445193929	0.1333	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Competibacterales;f__;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GX_BH_contig_20069125.region001	0.0	GX_BH_bin_10	1.0	0.067560754260361	0.8228155339805826	0.5719655078018068	0.6400521563208542	0.02570694087403599	0.689502436143511	0.902991486820043	0.6019480789687146	f__Comamonadaceae (UID4119)	1.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Comamonas;s__Comamonas tsuruhatensis	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Delftia;s__		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GX_BH_contig_20167490.region001	0.7197211893878152	GX_BH_bin_33	0.9932844932844933	0.17253201573056368	0.7985436893203884	1.0	0.28643895856693863	0.0	0.320832718145578	1.0	0.6702094881263556	c__Alphaproteobacteria (UID3422)	0.7234401349072512	0.11109999999999999	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas nasdae	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas nasdae		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GX_BH_contig_20167490.region002	0.0	GX_BH_bin_33	0.9932844932844933	0.17253201573056368	0.7985436893203884	1.0	0.28643895856693863	0.0	0.320832718145578	1.0	0.6702094881263556	c__Alphaproteobacteria (UID3422)	0.7234401349072512	0.11109999999999999	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas nasdae	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas nasdae		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GX_BH_contig_2078608.region001	0.0	GX_BH_bin_42	0.7954822954822955	0.30442674195825353	0.8932038834951458	0.09087599233506707	0.42868433618224755	0.080719794344473	0.4012992765391998	0.14705564870719123	0.808953993107675	k__Bacteria (UID3187)	0.14839797639123103	0.6	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__;s__	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JS_LYG_contig_6751442.region001	0.8540235289439618	JS_LYG_bin_53	0.06105006105006105	0.32388827266310377	0.3786407766990292	0.006556255132767588	0.07908489802898944	0.22519280205655526	0.12874649342979477	0.014383891883334173	0.2731261103363362	k__Bacteria (UID3187)	0.13659359190556492	0.4	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__UBA8639;g__UBA8639;s__	d__Bacteria;p__Nitrospirae;c__;o__;f__;g__;s__		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJ_NB_contig_17821485.region001	0.0	ZJ_NB_bin_143	0.8781033781033782	0.47393364928909953	0.412621359223301	0.3300410621407063	0.18682947968268637	0.009768637532133676	0.21349475860032482	0.3261433063953196	0.558499961707693	k__Bacteria (UID3187)	0.14839797639123103	0.1429	d__Bacteria;p__Nitrospinota;c__Nitrospinia;o__Nitrospinales;f__Nitrospinaceae;g__SZUA-226;s__	d__Bacteria;p__Nitrospirae;c__;o__;f__;g__;s__		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJ_WZ_contig_21192752.region001	0.9298546276990369	ZJ_WZ_bin_218	0.6237281237281238	0.3878188968438036	0.38834951456310685	0.045754174650971806	0.17179093714574764	0.10025706940874037	0.20434076480141738	0.09964810270507553	0.5715753317436195	k__Bacteria (UID3187)	0.14839797639123103	0.16670000000000001	d__Bacteria;p__Nitrospinota;c__Nitrospinia;o__Nitrospinales;f__Nitrospinaceae;g__SZUA-226;s__	d__Bacteria;p__Nitrospirae;c__;o__;f__;g__;s__		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GX_BH_contig_22412940.region001	0.0	GX_BH_bin_94	0.8628408628408629	0.15337299586568517	0.7208737864077671	0.14946345469477143	0.20583305563023285	0.02724935732647815	0.2406614498745017	0.20855060052820576	0.718959023893348	c__Alphaproteobacteria (UID3305)	0.41989881956155145	1.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__DSM-21159;g__;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhodovibrionaceae;g__;s__		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJ_WZ_contig_10043740.region001	3.742811907099335e-08	ZJ_WZ_bin_191	0.6774521774521776	0.8260562670162348	0.6771844660194175	0.10862852450041062	0.33181401695695534	0.10334190231362468	0.38313893400265764	0.1629493167147617	0.7142089420573717	c__Gammaproteobacteria (UID4267)	0.7487352445193929	0.15380000000000002	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-001735895;f__GCA-001735895;g__GCA-001735895;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GX_BH_contig_18438520.region001	0.9164502109795842	GX_BH_bin_66	0.7588522588522589	0.10860139154986387	0.7330097087378642	0.13027922255680263	0.21283237985586936	0.05295629820051414	0.23416506717850288	0.2492037334216075	0.8744229987770771	c__Gammaproteobacteria (UID4444)	0.684654300168634	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Halieaceae;g__;s__		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GX_BH_contig_23940918.region001	0.9164502109795842	GX_BH_bin_95	0.8148148148148149	0.20570737118080065	0.7354368932038837	0.10424308787298112	0.2387307116954555	0.062210796915167094	0.2673852059648605	0.1769863486877613	0.9026884755173936	c__Gammaproteobacteria (UID4444)	0.684654300168634	0.375	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Halieaceae;g__;s__		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HN_SY_contig_18244650.region001	0.9164502109795842	HN_SY_bin_19	0.8956043956043958	0.13572653020066552	0.7184466019417477	0.0718642211880646	0.26068029239091095	0.1038560411311054	0.29780008858703677	0.177326012334396	0.8459762802464338	c__Gammaproteobacteria (UID4444)	0.684654300168634	0.3333	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Halieaceae;g__;s__		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HN_SY_contig_27942486.region001	0.9164502109795842	HN_SY_bin_220	0.9271469271469271	0.35676111727336896	0.6844660194174759	0.10264440186148371	0.44516970885739615	0.12030848329048843	0.4724641960726414	0.23852735659645513	0.6445778328425956	c__Gammaproteobacteria (UID4444)	0.684654300168634	0.6154	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Halieaceae;g__;s__		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GX_BH_contig_24055.region001	0.8672679055650215	GX_BH_bin_59	0.8467643467643468	0.7023293334677826	0.6432038834951457	0.037421297563646316	0.39839051605015374	0.21748071979434447	0.4791082238299129	0.10420189837436403	0.6133043330022405	c__Gammaproteobacteria (UID4267)	0.7487352445193929	0.35850000000000004	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-001735895;f__GCA-001735895;g__GCA-001735895;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LN_DD_contig_1340730.region001	0.0	LN_DD_bin_178	0.7187627187627189	0.29615811233235856	0.516990291262136	0.05060224473035861	0.2740820450140745	0.10539845758354756	0.3172892366750332	0.09552464360504026	0.589425816009798	c__Gammaproteobacteria (UID4267)	0.7487352445193929	0.2143	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-001735895;f__GCA-001735895;g__GCA-001735895;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SD_QD_contig_11888979.region001	3.742811907099335e-08	SD_QD_bin_140	0.7645502645502646	0.5911061813048301	0.5194174757281553	0.14882562277580072	0.2809809016250787	0.07043701799485862	0.33161080761848516	0.26719727117680503	0.6957460275676316	c__Gammaproteobacteria (UID4267)	0.7487352445193929	0.303	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-001735895;f__GCA-001735895;g__GCA-001735895;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GX_BH_contig_2507503.region001	0.0	GX_BH_bin_103	0.8555148555148556	0.14308762730664515	0.75	0.11868053654530523	0.378506491619035	0.07506426735218509	0.3949505389044736	0.2686883370154216	0.7368795190500691	c__Deltaproteobacteria (UID3216)	0.2478920741989882	0.0	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__;g__;s__	Sulphate reduction	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GX_BH_contig_2507503.region002	0.9117077649153766	GX_BH_bin_103	0.8555148555148556	0.14308762730664515	0.75	0.11868053654530523	0.378506491619035	0.07506426735218509	0.3949505389044736	0.2686883370154216	0.7368795190500691	c__Deltaproteobacteria (UID3216)	0.2478920741989882	0.0	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__;g__;s__	Sulphate reduction	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GD_ZH_contig_12515053.region001	0.6001045523482945	GD_ZH_bin_243	0.8945868945868944	0.695371584148432	0.7597087378640779	0.24910210785655626	0.34803658179022673	0.042673521850899745	0.3837295142477484	0.31495455559473523	0.8253825648212946	k__Bacteria (UID203)	0.006745362563237774	0.25	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6522;f__UBA6522;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JS_YC_contig_554782.region001	0.9276810998623927	JS_YC_bin_70	0.738909238909239	0.07986286175254614	0.7427184466019419	0.16704352586914864	0.19112148512602897	0.030334190231362468	0.2106895024361435	0.2707176833787897	0.8756447029657916	c__Gammaproteobacteria (UID4267)	0.7487352445193929	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6522;f__UBA6522;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SD_DY_contig_19756711.region001	0.6001045523482945	SD_DY_bin_69	0.7962962962962962	0.31743470807703944	0.7621359223300971	0.23816315357240625	0.3888231768776378	0.05398457583547558	0.4209360696884689	0.35692028698699635	0.726755997970272	c__Gammaproteobacteria (UID4267)	0.7487352445193929	0.11539999999999999	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6522;f__UBA6522;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SD_DY_contig_28173100.region001	0.8707316997961415	SD_DY_bin_425	0.47741147741147727	0.429867903599879	0.7402912621359224	0.09592937311798522	0.33530565854591643	0.080719794344473	0.36483094640484276	0.14334237663804952	0.8597915135322045	c__Gammaproteobacteria (UID4267)	0.7487352445193929	0.08	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6522;f__UBA6522;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SD_DY_contig_5224359.region001	0.8426645159711739	SD_DY_bin_69	0.7962962962962962	0.31743470807703944	0.7621359223300971	0.23816315357240625	0.3888231768776378	0.05398457583547558	0.4209360696884689	0.35692028698699635	0.726755997970272	c__Gammaproteobacteria (UID4267)	0.7487352445193929	0.11539999999999999	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6522;f__UBA6522;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJ_WZ_contig_5523397.region001	0.0	ZJ_WZ_bin_99	0.7564102564102564	0.08611475244529596	0.8422330097087378	0.11362441828634	0.33178060815833216	0.06889460154241646	0.32053742802303264	0.18018868603421104	0.8428748028744303	k__Bacteria (UID3187)	0.14839797639123103	1.0	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__;s__	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SD_DY_contig_22131439.region001	6.482740386269782e-08	SD_DY_bin_513	0.8880748880748881	0.5539981849349601	0.9271844660194175	0.26491376950451684	0.37825212643384953	0.03598971722365039	0.3733943599586594	0.3296507653226445	0.7316261627411101	k__Bacteria (UID2495)	0.07925801011804384	0.16670000000000001	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__;s__	d__Bacteria;p__Gemmatimonadetes;c__;o__;f__;g__;s__		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FJ_XM_contig_32091600.region001	0.7988513421210649	FJ_XM_bin_28	0.19943019943019938	0.550771402641928	0.696601941747573	0.0029400492745688474	0.1207948785397195	0.36658097686375324	0.2098036320685073	0.008674376263843812	0.7812809569543313	c__Gammaproteobacteria (UID4267)	0.7487352445193929	0.5517	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-001735895;f__GCA-001735895;g__GCA-001735895;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GX_BH_contig_19604588.region001	0.7988513421210649	GX_BH_bin_121	0.0946275946275946	0.173842896037108	0.7427184466019419	0.013862578702436354	0.14893847462179613	0.21645244215938303	0.2071460209655987	0.02854326033923187	0.8079185299323767	k__Bacteria (UID203)	0.006745362563237774	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-001735895;f__GCA-001735895;g__GCA-001735895;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GX_BH_contig_28949178.region001	3.742811907099335e-08	GX_BH_bin_33	0.9932844932844933	0.17253201573056368	0.7985436893203884	1.0	0.28643895856693863	0.0	0.320832718145578	1.0	0.6702094881263556	c__Alphaproteobacteria (UID3422)	0.7234401349072512	0.11109999999999999	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas nasdae	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas nasdae		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GX_BH_contig_30114697.region001	0.0	GX_BH_bin_42	0.7954822954822955	0.30442674195825353	0.8932038834951458	0.09087599233506707	0.42868433618224755	0.080719794344473	0.4012992765391998	0.14705564870719123	0.808953993107675	k__Bacteria (UID3187)	0.14839797639123103	0.6	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__;s__	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
